序号,关键词ID,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均停留秒,是否零点击词,CPC,浏览深度,异常标记
748,1241,495817671,9630806627,0.0,0,0,,,1,,,
749,1242,495817671,9630806627,10.75,12,11,0.7778,114,0,0.8958,0.9167,浏览<点击
750,1243,495817671,9630806627,13.53,13,7,1.0,72,0,1.0408,0.5385,浏览<点击
751,1265,495817671,9630806627,1.37,2,1,1.0,1,0,0.685,0.5,浏览<点击
752,1287,495817671,9630806627,3.95,6,6,1.0,73,0,0.6583,1.0,
753,1312,495817671,9630806627,0.0,0,0,,,1,,,
754,1314,495817671,9630806627,14.45,12,18,0.6364,53,0,1.2042,1.5,
755,1318,495817671,9630806627,0.0,0,0,,,1,,,
756,1364,495817671,9630806627,41.04,62,22,1.0,63,0,0.6619,0.3548,浏览<点击
757,1365,495817671,9630806627,3.6,5,8,0.75,82,0,0.72,1.6,
758,1368,495817671,9630806627,0.0,0,0,,,1,,,
759,1377,495817671,9630806627,1.03,1,1,1.0,120,0,1.03,1.0,
760,1390,495817671,9630806627,18.22,25,21,0.9375,68,0,0.7288,0.84,浏览<点击
761,1424,495817671,9630806627,2592.53,2414,145,0.8839,97,0,1.074,0.0601,浏览<点击
762,1425,495817671,9630806627,50.01,43,43,0.9091,156,0,1.163,1.0,
763,1437,495817671,9630806627,0.91,1,1,1.0,2,0,0.91,1.0,
764,1438,495817671,9630806627,1912.61,934,966,0.6199,276,0,2.0478,1.0343,
765,1446,495817671,9630806627,0.0,0,0,,,1,,,
766,1458,495817671,9630806627,0.0,0,0,,,1,,,
767,1486,495817671,9630806627,73.03,75,130,0.8333,101,0,0.9737,1.7333,
768,1524,495817671,9630806627,5.5,9,6,1.0,49,0,0.6111,0.6667,浏览<点击
769,1566,495817671,9630806627,0.93,1,4,0.0,104,0,0.93,4.0,
770,1575,495817671,9630806627,33.9,202,144,0.5,508,0,0.1678,0.7129,浏览<点击
771,1581,495817671,9630806627,17.82,27,20,0.8571,45,0,0.66,0.7407,浏览<点击
772,1590,495817671,9630806627,126.84,80,136,0.8281,137,0,1.5855,1.7,
773,1608,495817671,9630806627,0.89,1,1,1.0,120,0,0.89,1.0,
774,1619,495817671,9630806627,0.0,0,0,,,1,,,
775,1647,495817671,9630806627,0.0,0,0,,,1,,,
776,1649,495817671,9630806627,0.0,0,0,,,1,,,
777,1656,495817671,9630806627,0.51,2,2,1.0,62,0,0.255,1.0,
778,1666,495817671,9630806627,28.78,19,26,0.7,201,0,1.5147,1.3684,
779,1691,495817671,9630806627,1.24,1,1,1.0,120,0,1.24,1.0,
780,1702,495817671,9630806627,0.0,0,0,,,1,,,
781,1707,495817671,9630806627,50.61,45,3,1.0,80,0,1.1247,0.0667,浏览<点击
782,1723,495817671,9630806627,3.03,5,3,1.0,80,0,0.606,0.6,浏览<点击
783,1727,495817671,9630806627,0.0,0,0,,,1,,,
784,1738,495817671,9630806627,162.44,128,148,0.8454,85,0,1.2691,1.1562,
785,1754,495817671,9630806627,2.05,5,4,1.0,32,0,0.41,0.8,浏览<点击
786,1785,495817671,9630806627,44.38,65,68,0.902,142,0,0.6828,1.0462,
787,1786,495817671,9630806627,0.0,0,0,,,1,,,
788,1817,495817671,9630806627,115.52,116,109,0.9186,102,0,0.9959,0.9397,浏览<点击
789,1824,495817671,9630806627,4.04,5,5,1.0,106,0,0.808,1.0,
790,1825,495817671,9630806627,0.0,0,0,,,1,,,
791,1844,495817671,9630806627,8.64,13,68,0.6364,329,0,0.6646,5.2308,
792,1853,495817671,9630806627,4.59,8,6,1.0,230,0,0.5738,0.75,浏览<点击
793,1914,495817671,9630806627,14.49,9,17,0.8333,202,0,1.61,1.8889,
794,1917,495817671,9630806627,0.0,0,0,,,1,,,
795,1921,495817671,9630806627,0.0,0,0,,,1,,,
796,1924,495817671,9630806627,1649.24,645,683,0.7829,165,0,2.557,1.0589,
797,1976,495817671,9630806627,58.12,47,46,0.8378,139,0,1.2366,0.9787,浏览<点击
798,1981,495817671,9630806627,375.87,274,329,0.8894,126,0,1.3718,1.2007,
799,1983,495817671,9630806627,5.04,4,5,0.6667,21,0,1.26,1.25,
800,2019,495817671,9630806627,901.8,964,1186,0.7208,166,0,0.9355,1.2303,
801,2036,495817671,9630806627,0.0,0,0,,,1,,,
802,2093,495817671,9630806627,0.0,0,0,,,1,,,
803,2096,495817671,9630806627,5.78,12,18,0.6667,49,0,0.4817,1.5,
804,2097,495817671,9630806627,0.91,1,0,0.0,0,0,0.91,0.0,浏览<点击
805,2124,495817671,9630806627,5.91,6,7,0.8333,29,0,0.985,1.1667,
806,2125,495817671,9630806627,0.15,1,0,0.0,0,0,0.15,0.0,浏览<点击
807,2128,495817671,9630806627,32.54,38,55,0.8571,125,0,0.8563,1.4474,
808,2129,495817671,9630806627,1.95,1,1,1.0,1,0,1.95,1.0,
809,2139,495817671,9630806627,0.0,0,0,,,1,,,
810,2152,495817671,9630806627,18.12,21,38,0.6667,69,0,0.8629,1.8095,
811,2176,495817671,9630806627,0.0,0,0,,,1,,,
812,2195,495817671,9630806627,0.65,1,1,1.0,120,0,0.65,1.0,
813,2203,495817671,9630806627,0.78,1,1,1.0,289,0,0.78,1.0,
814,2267,495817671,9630806627,0.0,0,0,,,1,,,
815,2280,495817671,9630806627,13.66,10,8,0.8571,58,0,1.366,0.8,浏览<点击
816,2320,495817671,9630806627,55.43,61,44,0.9211,101,0,0.9087,0.7213,浏览<点击
817,2322,495817671,9630806627,0.0,0,0,,,1,,,
818,2328,495817671,9630806627,0.0,0,0,,,1,,,
819,2354,495817671,9630806627,2.39,2,4,0.0,126,0,1.195,2.0,
820,2367,495817671,9630806627,3.84,5,4,1.0,64,0,0.768,0.8,浏览<点击
821,2370,495817671,9630806627,0.0,0,0,,,1,,,
822,2381,495817671,9630806627,0.0,0,0,,,1,,,
823,2383,495817671,9630806627,19.2,39,30,0.9655,45,0,0.4923,0.7692,浏览<点击
824,2390,495817671,9630806627,22.25,16,7,0.8333,84,0,1.3906,0.4375,浏览<点击
825,2425,495817671,9630806627,0.0,0,0,,,1,,,
826,2432,495817671,9630806627,2.71,3,3,1.0,8,0,0.9033,1.0,
827,2438,495817671,9630806627,663.8,552,565,0.7393,236,0,1.2025,1.0236,
828,2447,495817671,9630806627,0.0,0,0,,,1,,,
829,2479,495817671,9630806627,0.8,1,1,1.0,120,0,0.8,1.0,
830,2501,495817671,9630806627,15.12,17,17,0.7778,390,0,0.8894,1.0,
831,2516,495817671,9630806627,1.29,6,4,1.0,70,0,0.215,0.6667,浏览<点击
832,2524,495817671,9630806627,20.21,13,13,0.8,45,0,1.5546,1.0,
833,2527,495817671,9630806627,2.29,5,0,0.0,0,0,0.458,0.0,浏览<点击
834,2533,495817671,9630806627,19372.48,19493,16351,0.6791,148,0,0.9938,0.8388,浏览<点击
835,2541,495817671,9630806627,1719.88,695,3422,0.4544,346,0,2.4746,4.9237,
836,2586,495817671,9630806627,1676.01,523,808,0.7976,129,0,3.2046,1.5449,
837,2587,495817671,9630806627,0.0,0,0,,,1,,,
838,2629,495817671,9630806627,4.43,5,3,1.0,82,0,0.886,0.6,浏览<点击
839,2633,495817671,9630806627,0.0,0,0,,,1,,,
840,2699,495817671,9630806627,1.08,1,1,1.0,129,0,1.08,1.0,
841,2703,495817671,9630806627,0.0,0,0,,,1,,,
842,2727,495817671,9630806627,11.66,15,15,1.0,45,0,0.7773,1.0,
843,2738,495817671,9630806627,0.0,0,0,,,1,,,
844,2745,495817671,9630806627,2.05,3,3,1.0,1,0,0.6833,1.0,
845,2793,495817671,9630806627,17.12,21,19,0.875,102,0,0.8152,0.9048,浏览<点击
846,2814,495817671,9630806627,2.07,2,2,1.0,62,0,1.035,1.0,
847,2821,495817671,9630806627,1327.25,927,1812,0.7814,140,0,1.4318,1.9547,
848,2825,495817671,9630806627,10.3,8,14,0.75,298,0,1.2875,1.75,
849,2855,495817671,9630806627,42.31,55,60,0.8444,60,0,0.7693,1.0909,
850,2869,495817671,9630806627,57.95,52,127,0.8409,118,0,1.1144,2.4423,
851,2874,495817671,9630806627,6.68,7,5,1.0,263,0,0.9543,0.7143,浏览<点击
852,2891,495817671,9630806627,4.31,6,5,0.6667,115,0,0.7183,0.8333,浏览<点击
853,2892,495817671,9630806627,0.0,0,0,,,1,,,
854,2896,495817671,9630806627,6.25,9,8,1.0,26,0,0.6944,0.8889,浏览<点击
855,2898,495817671,9630806627,0.0,0,0,,,1,,,
856,2899,495817671,9630806627,1569.85,1892,1578,0.822,176,0,0.8297,0.834,浏览<点击
857,2921,495817671,9630806627,0.0,0,0,,,1,,,
858,2933,495817671,9630806627,2839.7,2473,3691,0.6966,195,0,1.1483,1.4925,
859,2966,495817671,9630806627,1.5,1,0,0.0,0,0,1.5,0.0,浏览<点击
860,2987,495817671,9630806627,442.84,485,133,0.9145,111,0,0.9131,0.2742,浏览<点击
861,2995,495817671,9630806627,0.0,0,0,,,1,,,
862,2996,495817671,9630806627,0.0,0,0,,,1,,,
863,2997,495817671,9630806627,0.71,1,3,0.0,37,0,0.71,3.0,
864,3008,495817671,9630806627,0.0,0,0,,,1,,,
865,3016,495817671,9630806627,22.59,16,51,0.6875,191,0,1.4119,3.1875,
866,3040,495817671,9630806627,1.98,4,4,1.0,65,0,0.495,1.0,
867,3082,495817671,9630806627,5.14,3,16,0.0,403,0,1.7133,5.3333,
868,3101,495817671,9630806627,0.0,0,0,,,1,,,
869,3104,495817671,9630806627,18.62,25,23,1.0,25,0,0.7448,0.92,浏览<点击
870,3112,495817671,9630806627,8.5,10,10,1.0,49,0,0.85,1.0,
871,3127,495817671,9630806627,5.8,7,10,0.8,351,0,0.8286,1.4286,
872,3132,495817671,9630806627,36.2,53,318,0.7111,443,0,0.683,6.0,
873,3135,495817671,9630806627,240.28,168,310,0.8429,186,0,1.4302,1.8452,
874,3149,495817671,9630806627,1.86,2,2,1.0,120,0,0.93,1.0,
875,3157,495817671,9630806627,88.98,92,89,0.8857,74,0,0.9672,0.9674,浏览<点击
876,3170,495817671,9630806627,0.0,0,0,,,1,,,
877,3195,495817671,9630806627,0.0,0,0,,,1,,,
878,3215,495817671,9630806627,203.86,101,1085,0.1604,679,0,2.0184,10.7426,
879,3217,495817671,9630806627,0.0,0,0,,,1,,,
880,3275,495817671,9630806627,0.0,0,0,,,1,,,
881,3303,495817671,9630806627,3.47,3,3,1.0,95,0,1.1567,1.0,
882,3305,495817671,9630806627,0.0,0,0,,,1,,,
883,3321,495817671,9630806627,0.0,0,0,,,1,,,
884,3323,495817671,9630806627,0.0,0,0,,,1,,,
885,3327,495817671,9630806627,84.29,58,107,0.7917,151,0,1.4533,1.8448,
886,3374,495817671,9630806627,0.0,0,0,,,1,,,
887,3382,495817671,9630806627,14.26,18,31,0.6429,90,0,0.7922,1.7222,
888,3393,495817671,9630806627,0.0,0,0,,,1,,,
889,3412,495817671,9630806627,77.97,59,72,0.7556,80,0,1.3215,1.2203,
890,3416,495817671,9630806627,10.74,8,9,0.875,92,0,1.3425,1.125,
891,3417,495817671,9630806627,15.19,16,49,0.8,478,0,0.9494,3.0625,
892,3420,495817671,9630806627,1.26,1,1,1.0,7,0,1.26,1.0,
893,3437,495817671,9630806627,1.98,2,1,1.0,17,0,0.99,0.5,浏览<点击
894,3443,495817671,9630806627,7.46,22,21,1.0,105,0,0.3391,0.9545,浏览<点击
895,3497,495817671,9630806627,0.0,0,0,,,1,,,
896,3505,495817671,9630806627,0.5,1,1,1.0,120,0,0.5,1.0,
897,3520,495817671,9630806627,0.0,0,0,,,1,,,
898,3526,495817671,9630806627,29.64,25,39,0.7895,121,0,1.1856,1.56,
899,3533,495817671,9630806627,0.0,0,0,,,1,,,
900,3536,495817671,9630806627,0.0,0,0,,,1,,,
901,3539,495817671,9630806627,0.89,2,120,0.5,5099,0,0.445,60.0,
902,3549,495817671,9630806627,14.61,13,9,1.0,52,0,1.1238,0.6923,浏览<点击
903,3566,495817671,9630806627,0.0,0,0,,,1,,,
904,3567,495817671,9630806627,33494.72,17166,33833,0.6059,185,0,1.9512,1.9709,
905,3575,495817671,9630806627,1246.44,197,682,0.6395,291,0,6.3271,3.4619,
906,3579,495817671,9630806627,0.0,0,0,,,1,,,
907,3587,495817671,9630806627,1331.48,832,1556,0.586,145,0,1.6003,1.8702,
908,3600,495817671,9630806627,0.0,0,0,,,1,,,
909,3603,495817671,9630806627,0.0,0,0,,,1,,,
910,3652,495817671,9630806627,0.0,0,0,,,1,,,
911,3659,495817671,9630806627,0.0,0,0,,,1,,,
912,3678,495817671,9630806627,3.98,11,11,0.75,127,0,0.3618,1.0,
913,3701,495817671,9630806627,0.0,0,0,,,1,,,
914,3714,495817671,9630806627,1.0,1,1,1.0,27,0,1.0,1.0,
915,3731,495817671,9630806627,0.0,0,0,,,1,,,
916,3774,495817671,9630806627,2.56,9,9,0.875,68,0,0.2844,1.0,
917,3784,495817671,9630806627,6.91,15,11,1.0,58,0,0.4607,0.7333,浏览<点击
918,3794,495817671,9630806627,0.0,0,0,,,1,,,
919,3809,495817671,9630806627,17.29,21,27,0.75,107,0,0.8233,1.2857,
920,3816,495817671,9630806627,0.0,0,0,,,1,,,
921,3830,495817671,9630806627,53.31,116,129,0.7935,134,0,0.4596,1.1121,
922,3842,495817671,9630806627,1.8,2,2,0.0,38,0,0.9,1.0,
923,3873,495817671,9630806627,1.53,1,4,0.0,118,0,1.53,4.0,
924,3875,495817671,9630806627,0.0,0,0,,,1,,,
925,3877,495817671,9630806627,1.5,1,1,1.0,2,0,1.5,1.0,
926,3882,495817671,9630806627,2.83,3,3,1.0,25,0,0.9433,1.0,
927,3905,495817671,9630806627,115.64,57,204,0.5333,419,0,2.0288,3.5789,
928,3913,495817671,9630806627,0.45,3,1,1.0,120,0,0.15,0.3333,浏览<点击
929,3936,495817671,9630806627,0.0,0,0,,,1,,,
930,3964,495817671,9630806627,15.17,14,36,0.6,197,0,1.0836,2.5714,
931,3973,495817671,9630806627,7.09,8,7,1.0,50,0,0.8862,0.875,浏览<点击
932,3989,495817671,9630806627,8240.76,1204,10226,0.1738,567,0,6.8445,8.4934,
933,4001,495817671,9630806627,1.61,2,2,1.0,120,0,0.805,1.0,
934,4002,495817671,9630806627,194.96,150,388,0.68,321,0,1.2997,2.5867,
935,4006,495817671,9630806627,0.0,0,0,,,1,,,
936,4016,495817671,9630806627,5.08,4,21,0.75,565,0,1.27,5.25,
937,4025,495817671,9630806627,0.0,0,0,,,1,,,
938,4054,495817671,9630806627,1793.1,669,1298,0.7342,146,0,2.6803,1.9402,
939,4056,495817671,9630806627,5.66,7,4,1.0,11,0,0.8086,0.5714,浏览<点击
940,4076,495817671,9630806627,0.0,0,0,,,1,,,
941,4110,495817671,9630806627,1.55,5,4,1.0,62,0,0.31,0.8,浏览<点击
942,4128,495817671,9630806627,0.0,0,0,,,1,,,
943,4158,495817671,9630806627,11.34,13,17,0.6667,301,0,0.8723,1.3077,
944,4173,495817671,9630806627,27.6,28,50,0.88,170,0,0.9857,1.7857,
945,4177,495817671,9630806627,1.93,2,1,1.0,24,0,0.965,0.5,浏览<点击
946,4189,495817671,9630806627,0.0,0,0,,,1,,,
947,4190,495817671,9630806627,21.98,25,49,0.4762,87,0,0.8792,1.96,
948,4244,495817671,9630806627,14.34,17,46,0.9375,181,0,0.8435,2.7059,
949,4256,495817671,9630806627,187.93,58,100,0.8125,194,0,3.2402,1.7241,
950,4258,495817671,9630806627,0.0,0,0,,,1,,,
951,4280,495817671,9630806627,19.71,26,27,0.913,58,0,0.7581,1.0385,
952,4286,495817671,9630806627,1.71,1,11,0.0,230,0,1.71,11.0,
953,4326,495817671,9630806627,0.0,0,0,,,1,,,
954,4331,495817671,9630806627,10.97,13,23,0.9167,162,0,0.8438,1.7692,
955,4350,495817671,9630806627,0.0,0,0,,,1,,,
956,4355,495817671,9630806627,19.69,16,32,0.8182,263,0,1.2306,2.0,
957,4364,495817671,9630806627,0.0,0,0,,,1,,,
958,4419,495817671,9630806627,0.0,0,0,,,1,,,
959,4447,495817671,9630806627,0.0,0,0,,,1,,,
960,4467,495817671,9630806627,9.91,17,14,0.9231,32,0,0.5829,0.8235,浏览<点击
961,4480,495817671,9630806627,0.0,0,0,,,1,,,
962,4522,495817671,9630806627,0.0,0,0,,,1,,,
963,4538,495817671,9630806627,5.54,4,2,1.0,4,0,1.385,0.5,浏览<点击
964,4539,495817671,9630806627,25.13,28,25,0.9048,56,0,0.8975,0.8929,浏览<点击
965,4541,495817671,9630806627,0.0,0,0,,,1,,,
966,4546,495817671,9630806627,33.96,44,38,0.9259,82,0,0.7718,0.8636,浏览<点击
967,4563,495817671,9630806627,1429.75,374,522,0.854,130,0,3.8229,1.3957,
968,4579,495817671,9630806627,193.14,89,82,0.9048,94,0,2.1701,0.9213,浏览<点击
969,4593,495817671,9630806627,5.08,6,11,0.4,63,0,0.8467,1.8333,
970,4606,495817671,9630806627,1.3,1,0,0.0,0,0,1.3,0.0,浏览<点击
971,4613,495817671,9630806627,0.0,0,0,,,1,,,
972,4625,495817671,9630806627,0.0,0,0,,,1,,,
973,4652,495817671,9630806627,194.44,90,101,0.8378,73,0,2.1604,1.1222,
974,4688,495817671,9630806627,2.48,5,9,0.6667,638,0,0.496,1.8,
975,4718,495817671,9630806627,1.41,1,0,0.0,0,0,1.41,0.0,浏览<点击
976,4721,495817671,9630806627,18.53,32,59,0.72,191,0,0.5791,1.8438,
977,4735,495817671,9630806627,8.0,12,12,0.9,54,0,0.6667,1.0,
978,4751,495817671,9630806627,453.98,133,230,0.7905,180,0,3.4134,1.7293,
979,4760,495817671,9630806627,2556.38,436,1281,0.7647,242,0,5.8633,2.9381,
980,4762,495817671,9630806627,3.14,7,5,1.0,293,0,0.4486,0.7143,浏览<点击
981,4763,495817671,9630806627,0.0,0,0,,,1,,,
982,4776,495817671,9630806627,17.93,25,29,0.9,44,0,0.7172,1.16,
983,4782,495817671,9630806627,42.62,45,50,0.8857,76,0,0.9471,1.1111,
984,4804,495817671,9630806627,24.55,27,65,0.619,96,0,0.9093,2.4074,
985,4807,495817671,9630806627,0.31,1,6,0.0,117,0,0.31,6.0,
986,4828,495817671,9630806627,159.62,47,88,0.7857,201,0,3.3962,1.8723,
987,4830,495817671,9630806627,0.0,0,0,,,1,,,
988,4832,495817671,9630806627,171.45,73,180,0.7231,162,0,2.3486,2.4658,
989,4843,495817671,9630806627,12.41,21,22,0.9444,46,0,0.591,1.0476,
990,4854,495817671,9630806627,7.17,12,10,1.0,58,0,0.5975,0.8333,浏览<点击
991,4870,495817671,9630806627,0.0,0,0,,,1,,,
992,4887,495817671,9630806627,167.05,190,239,0.8592,128,0,0.8792,1.2579,
993,4923,495817671,9630806627,2.4,3,14,0.3333,244,0,0.8,4.6667,
994,4927,495817671,9630806627,150.07,36,45,0.72,193,0,4.1686,1.25,
995,4931,495817671,9630806627,1.62,3,2,1.0,62,0,0.54,0.6667,浏览<点击
996,4949,495817671,9630806627,0.0,0,0,,,1,,,
997,4995,495817671,9630806627,182.38,142,50,0.8537,105,0,1.2844,0.3521,浏览<点击
998,5009,495817671,9630806627,2.96,5,8,0.75,60,0,0.592,1.6,
999,5027,495817671,9630806627,0.1,1,1,1.0,120,0,0.1,1.0,
1000,5038,495817671,9630806627,0.0,0,0,,,1,,,
1001,5048,495817671,9630806627,2.15,3,1,1.0,3,0,0.7167,0.3333,浏览<点击
1002,5050,495817671,9630806627,13.37,21,16,1.0,35,0,0.6367,0.7619,浏览<点击
1003,5061,495817671,9630806627,1.26,1,1,1.0,120,0,1.26,1.0,
1004,5071,495817671,9630806627,0.0,0,0,,,1,,,
1005,5082,495817671,9630806627,0.74,1,0,0.0,0,0,0.74,0.0,浏览<点击
1006,5122,495817671,9630806627,0.0,0,0,,,1,,,
1007,5126,495817671,9630806627,0.0,0,0,,,1,,,
1008,5194,495817671,9630806627,1244.51,197,219,0.9338,118,0,6.3173,1.1117,
1009,5199,495817671,9630806627,2.75,2,3,0.5,4,0,1.375,1.5,
1010,5210,495817671,9630806627,12400.94,6640,12836,0.408,379,0,1.8676,1.9331,
1011,5259,495817671,9630806627,0.0,0,0,,,1,,,
1012,5272,495817671,9630806627,0.0,0,0,,,1,,,
1013,5273,495817671,9630806627,0.36,1,1,1.0,1,0,0.36,1.0,
1014,5274,495817671,9630806627,0.0,0,0,,,1,,,
1015,5280,495817671,9630806627,0.0,0,0,,,1,,,
1016,5282,495817671,9630806627,0.0,0,0,,,1,,,
1017,5284,495817671,9630806627,0.91,1,1,1.0,4,0,0.91,1.0,
1018,5288,495817671,9630806627,41.91,24,24,0.9375,61,0,1.7462,1.0,
1019,5304,495817671,9630806627,299.99,77,371,0.5352,293,0,3.896,4.8182,
1020,5308,495817671,9630806627,0.0,0,0,,,1,,,
1021,5345,495817671,9630806627,140.22,49,122,0.7429,246,0,2.8616,2.4898,
1022,5406,495817671,9630806627,0.0,0,0,,,1,,,
1023,5428,495817671,9630806627,3.11,4,3,1.0,7,0,0.7775,0.75,浏览<点击
1024,5431,495817671,9630806627,0.0,0,0,,,1,,,
1025,5486,495817671,9630806627,1121.76,52,93,0.7955,234,0,21.5723,1.7885,CPC极高
1026,5493,495817671,9630806627,6217.86,3852,3190,0.8329,153,0,1.6142,0.8281,浏览<点击
1027,5501,495817671,9630806627,0.59,1,1,1.0,2,0,0.59,1.0,
1028,5527,495817671,9630806627,13.68,35,47,0.9643,90,0,0.3909,1.3429,
1029,5550,495817671,9630806627,0.0,0,0,,,1,,,
1030,5588,495817671,9630806627,0.0,0,0,,,1,,,
1031,5602,495817671,9630806627,1.5,1,1,1.0,524,0,1.5,1.0,
1032,5621,495817671,9630806627,200.67,223,215,0.9398,63,0,0.8999,0.9641,浏览<点击
1033,5626,495817671,9630806627,1662.23,1045,802,0.868,137,0,1.5907,0.7675,浏览<点击
1034,5630,495817671,9630806627,5131.63,5913,4780,0.9174,91,0,0.8679,0.8084,浏览<点击
1035,5653,495817671,9630806627,13.05,16,26,0.9286,72,0,0.8156,1.625,
1036,5655,495817671,9630806627,3.04,5,4,1.0,63,0,0.608,0.8,浏览<点击
1037,5661,495817671,9630806627,0.0,0,0,,,1,,,
1038,5672,495817671,9630806627,0.0,0,0,,,1,,,
1039,5679,495817671,9630806627,28.92,27,42,0.8261,109,0,1.0711,1.5556,
1040,5696,495817671,9630806627,0.0,0,0,,,1,,,
1041,5702,495817671,9630806627,924.69,93,107,0.8919,96,0,9.9429,1.1505,CPC极高
1042,5713,495817671,9630806627,42.48,38,52,0.875,60,0,1.1179,1.3684,
1043,5721,495817671,9630806627,0.0,0,0,,,1,,,
1044,5723,495817671,9630806627,16.57,18,13,1.0,93,0,0.9206,0.7222,浏览<点击
1045,5734,495817671,9630806627,4.55,4,7,0.75,93,0,1.1375,1.75,
1046,5742,495817671,9630806627,1.27,1,1,1.0,4,0,1.27,1.0,
1047,5767,495817671,9630806627,18.66,14,12,0.9091,48,0,1.3329,0.8571,浏览<点击
1048,5783,495817671,9630806627,170.77,117,128,0.8571,129,0,1.4596,1.094,
1049,5787,495817671,9630806627,0.0,0,0,,,1,,,
1050,5795,495817671,9630806627,1.29,1,1,1.0,1,0,1.29,1.0,
1051,5813,495817671,9630806627,2.31,3,3,1.0,43,0,0.77,1.0,
1052,5831,495817671,9630806627,0.0,0,0,,,1,,,
1053,5832,495817671,9630806627,5.52,8,6,1.0,25,0,0.69,0.75,浏览<点击
1054,5833,495817671,9630806627,0.0,0,0,,,1,,,
1055,5834,495817671,9630806627,1229.83,157,191,0.8879,160,0,7.8333,1.2166,
1056,5862,495817671,9630806627,0.0,0,0,,,1,,,
1057,5870,495817671,9630806627,7.27,11,10,1.0,28,0,0.6609,0.9091,浏览<点击
1058,5895,495817671,9630806627,40.9,33,22,0.95,46,0,1.2394,0.6667,浏览<点击
1059,5917,495817671,9630806627,0.0,0,0,,,1,,,
1060,5944,495817671,9630806627,0.0,0,0,,,1,,,
1061,5964,495817671,9630806627,0.0,0,0,,,1,,,
1062,5980,495817671,9630806627,9.57,8,6,1.0,43,0,1.1962,0.75,浏览<点击
1063,6004,495817671,9630806627,42.67,39,74,0.8065,126,0,1.0941,1.8974,
1064,6069,495817671,9630806627,0.0,0,0,,,1,,,
1065,6076,495817671,9630806627,0.0,0,0,,,1,,,
1066,6091,495817671,9630806627,6.28,7,45,0.5,466,0,0.8971,6.4286,
1067,6095,495817671,9630806627,0.0,0,0,,,1,,,
1068,6119,495817671,9630806627,1007.59,169,182,0.8915,86,0,5.9621,1.0769,
1069,6133,495817671,9630806627,76.35,40,98,0.575,173,0,1.9088,2.45,
1070,6148,495817671,9630806627,12.03,14,19,0.8462,51,0,0.8593,1.3571,
1071,6154,495817671,9630806627,4.51,6,5,1.0,34,0,0.7517,0.8333,浏览<点击
1072,6157,495817671,9630806627,6.75,7,17,0.6,366,0,0.9643,2.4286,
1073,6159,495817671,9630806627,2951.62,1910,1493,0.8262,168,0,1.5454,0.7817,浏览<点击
1074,6203,495817671,9630806627,0.0,0,0,,,1,,,
1075,6209,495817671,9630806627,7.2,4,3,1.0,2,0,1.8,0.75,浏览<点击
1076,6210,495817671,9630806627,0.0,0,0,,,1,,,
1077,6250,495817671,9630806627,3.0,3,3,1.0,80,0,1.0,1.0,
1078,6256,495817671,9630806627,127.35,41,59,0.8235,125,0,3.1061,1.439,
1079,6259,495817671,9630806627,0.0,0,0,,,1,,,
1080,6261,495817671,9630806627,136.68,48,89,0.619,635,0,2.8475,1.8542,
1081,6270,495817671,9630806627,0.9,2,1,1.0,5,0,0.45,0.5,浏览<点击
1082,6280,495817671,9630806627,3.71,4,4,1.0,24,0,0.9275,1.0,
1083,6315,495817671,9630806627,20.1,21,16,1.0,100,0,0.9571,0.7619,浏览<点击
1084,6360,495817671,9630806627,31984.96,19838,39158,0.6224,273,0,1.6123,1.9739,
1085,6378,495817671,9630806627,1.85,3,2,1.0,5,0,0.6167,0.6667,浏览<点击
1086,6390,495817671,9630806627,0.0,0,0,,,1,,,
1087,6435,495817671,9630806627,0.0,0,0,,,1,,,
1088,6436,495817671,9630806627,0.0,0,0,,,1,,,
1089,6463,495817671,9630806627,127.09,21,177,0.4091,401,0,6.0519,8.4286,
1090,6474,495817671,9630806627,23.07,18,34,0.625,273,0,1.2817,1.8889,
1091,6486,495817671,9630806627,186.06,55,295,0.463,267,0,3.3829,5.3636,
1092,6489,495817671,9630806627,1542.48,551,581,0.8906,109,0,2.7994,1.0544,
1093,6500,495817671,9630806627,0.0,0,0,,,1,,,
1094,6504,495817671,9630806627,269.55,136,212,0.814,184,0,1.982,1.5588,
1095,6505,495817671,9630806627,0.0,0,0,,,1,,,
1096,6510,495817671,9630806627,45.13,28,155,0.3333,517,0,1.6118,5.5357,
1097,6514,495817671,9630806627,0.0,0,0,,,1,,,
1098,6538,495817671,9630806627,1.11,1,1,1.0,9,0,1.11,1.0,
1099,6548,495817671,9630806627,0.0,0,0,,,1,,,
1100,6549,495817671,9630806627,0.0,0,0,,,1,,,
1101,6578,495817671,9630806627,9.86,32,3,1.0,18,0,0.3081,0.0938,浏览<点击
1102,6596,495817671,9630806627,1.48,3,1,1.0,1,0,0.4933,0.3333,浏览<点击
1103,6607,495817671,9630806627,0.0,0,0,,,1,,,
1104,6617,495817671,9630806627,17.81,11,19,0.7,324,0,1.6191,1.7273,
1105,434,500635396,9657930100,18.54,7,12,0.7143,50,0,2.6486,1.7143,
1106,509,500635396,9657930100,2532.96,350,889,0.5478,192,0,7.237,2.54,
1107,797,500635396,9657930100,8332.06,3712,9168,0.6722,213,0,2.2446,2.4698,
1108,844,500635396,9657930100,38287.88,15931,48781,0.5177,229,0,2.4034,3.062,
