日期,方案ID,推广单元ID,展现量,点击量,消费额,上方位展现量,上方首位展现量,上方位点击量,上方位消费额,CTR,上方位展现占比,首位展现占比,上方位点击占比,上方位消费占比,异常标记
2025-08-26,500635396,9657930100,42912,1677,5886.25,27113,6355,1656,5864.62,0.0391,0.6318,0.1481,0.9875,0.9963,
2025-08-26,500635396,9773660250,43,2,2.12,2,0,0,0.0,0.0465,0.0465,0.0,0.0,0.0,
2025-08-26,525368335,9811363528,17606,23,19.81,165,59,18,16.0,0.0013,0.0094,0.0034,0.7826,0.8077,
2025-08-27,63563817,1841014603,736,27,36.47,131,103,21,25.78,0.0367,0.178,0.1399,0.7778,0.7069,
2025-08-27,63563817,2526158329,34,0,0.0,6,1,0,0.0,0.0,0.1765,0.0294,,,
2025-08-27,63563817,2874903000,648,19,27.02,132,49,13,19.09,0.0293,0.2037,0.0756,0.6842,0.7065,
2025-08-27,63563817,4190988309,1379,9,12.11,152,15,7,10.04,0.0065,0.1102,0.0109,0.7778,0.8291,
2025-08-27,63563817,4190988310,725,16,23.74,86,13,5,8.29,0.0221,0.1186,0.0179,0.3125,0.3492,
2025-08-27,495403620,8878077181,1469,1055,673.13,1448,1356,1055,673.13,0.7182,0.9857,0.9231,1.0,1.0,
2025-08-27,495403620,9628223555,172603,2050,1631.34,15574,6290,1155,952.25,0.0119,0.0902,0.0364,0.5634,0.5837,
2025-08-27,495817671,9630806627,59038,1419,904.38,9477,4260,1219,808.34,0.024,0.1605,0.0722,0.8591,0.8938,
2025-08-27,500635396,9657930100,41004,1524,5483.93,21616,5637,1499,5463.02,0.0372,0.5272,0.1375,0.9836,0.9962,
2025-08-27,500635396,9773660250,17,4,5.33,5,1,1,1.85,0.2353,0.2941,0.0588,0.25,0.3471,
2025-08-27,525368335,9811363528,16962,18,13.93,174,71,13,11.27,0.0011,0.0103,0.0042,0.7222,0.809,
2025-08-28,63563817,1841014603,660,37,44.41,125,108,30,31.93,0.0561,0.1894,0.1636,0.8108,0.719,
2025-08-28,63563817,2526158329,21,1,0.65,0,0,0,0.0,0.0476,0.0,0.0,0.0,0.0,
2025-08-28,63563817,2874903000,658,15,22.06,155,60,13,19.18,0.0228,0.2356,0.0912,0.8667,0.8694,
2025-08-28,63563817,4190988309,1367,7,10.26,123,7,5,7.21,0.0051,0.09,0.0051,0.7143,0.7027,
2025-08-28,63563817,4190988310,705,29,43.49,119,18,13,18.95,0.0411,0.1688,0.0255,0.4483,0.4357,
2025-08-28,495403620,8878077181,1415,1037,675.51,1384,1300,1037,675.51,0.7329,0.9781,0.9187,1.0,1.0,
2025-08-28,495403620,9628223555,154287,1842,1321.61,14168,5899,1008,743.64,0.0119,0.0918,0.0382,0.5472,0.5627,
2025-08-28,495817671,9630806627,42690,1088,865.05,9947,4439,895,760.57,0.0255,0.233,0.104,0.8226,0.8792,
2025-08-28,500635396,9657930100,40755,1275,3398.77,21547,4180,1242,3375.25,0.0313,0.5287,0.1026,0.9741,0.9931,
2025-08-28,500635396,9773660250,8,2,2.81,2,2,2,2.81,0.25,0.25,0.25,1.0,1.0,
2025-08-28,525368335,9811363528,14835,22,16.28,164,73,11,9.3,0.0015,0.0111,0.0049,0.5,0.5713,
2025-08-29,63563817,1841014603,615,25,29.91,119,98,16,16.85,0.0407,0.1935,0.1593,0.64,0.5634,
2025-08-29,63563817,2526158329,24,0,0.0,2,0,0,0.0,0.0,0.0833,0.0,,,
2025-08-29,63563817,2874903000,878,12,13.77,105,28,7,9.47,0.0137,0.1196,0.0319,0.5833,0.6877,
2025-08-29,63563817,4190988309,1173,8,9.22,102,9,4,4.98,0.0068,0.087,0.0077,0.5,0.5401,
2025-08-29,63563817,4190988310,616,19,26.72,81,12,6,8.2,0.0308,0.1315,0.0195,0.3158,0.3069,
2025-08-29,495403620,8878077181,1313,967,606.18,1286,1233,966,605.25,0.7365,0.9794,0.9391,0.999,0.9985,
2025-08-29,495403620,9628223555,140177,1733,1048.4,14820,6427,985,575.78,0.0124,0.1057,0.0458,0.5684,0.5492,
2025-08-29,495817671,9630806627,55606,975,631.05,8781,3815,748,532.25,0.0175,0.1579,0.0686,0.7672,0.8434,
2025-08-29,500635396,9657930100,38192,1184,3175.19,21295,4205,1156,3157.73,0.031,0.5576,0.1101,0.9764,0.9945,
2025-08-29,500635396,9773660250,11,0,0.0,3,0,0,0.0,0.0,0.2727,0.0,,,
2025-08-29,525368335,9811363528,15698,20,14.16,168,60,9,8.11,0.0013,0.0107,0.0038,0.45,0.5727,
2025-08-30,63563817,1841014603,693,82,86.6,218,178,71,71.3,0.1183,0.3146,0.2569,0.8659,0.8233,
2025-08-30,63563817,2526158329,26,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-08-30,63563817,2874903000,1852,7,8.0,66,17,6,7.5,0.0038,0.0356,0.0092,0.8571,0.9375,
2025-08-30,63563817,4190988309,1061,6,6.95,81,5,5,5.58,0.0057,0.0763,0.0047,0.8333,0.8029,
2025-08-30,63563817,4190988310,576,22,30.53,56,7,5,6.58,0.0382,0.0972,0.0122,0.2273,0.2155,
2025-08-30,495403620,8878077181,1378,1049,683.43,1361,1278,1049,683.43,0.7612,0.9877,0.9274,1.0,1.0,CTR极高
2025-08-30,495403620,9628223555,82579,1371,859.61,11445,4787,881,560.67,0.0166,0.1386,0.058,0.6426,0.6522,
2025-08-30,495817671,9630806627,49768,1104,617.91,8363,4002,859,545.14,0.0222,0.168,0.0804,0.7781,0.8822,
2025-08-30,500635396,9657930100,33856,1171,3256.74,19576,3977,1149,3245.48,0.0346,0.5782,0.1175,0.9812,0.9965,
2025-08-30,500635396,9773660250,13,2,2.22,2,0,0,0.0,0.1538,0.1538,0.0,0.0,0.0,
2025-08-30,525368335,9811363528,13763,16,9.97,130,56,8,6.5,0.0012,0.0094,0.0041,0.5,0.652,
2025-08-31,63563817,1841014603,392,18,20.08,75,64,12,13.42,0.0459,0.1913,0.1633,0.6667,0.6683,
2025-08-31,63563817,2526158329,30,1,0.65,1,1,0,0.0,0.0333,0.0333,0.0333,0.0,0.0,
2025-08-31,63563817,2874903000,1147,12,9.47,54,15,6,6.38,0.0105,0.0471,0.0131,0.5,0.6737,
2025-08-31,63563817,4190988309,810,2,2.31,32,7,1,1.57,0.0025,0.0395,0.0086,0.5,0.6797,
2025-08-31,63563817,4190988310,286,10,12.21,44,7,6,7.38,0.035,0.1538,0.0245,0.6,0.6044,
2025-08-31,495403620,8878077181,569,399,269.66,565,512,399,269.66,0.7012,0.993,0.8998,1.0,1.0,
2025-08-31,495403620,9628223555,32789,444,264.83,3664,1814,289,200.19,0.0135,0.1117,0.0553,0.6509,0.7559,
2025-08-31,495817671,9630806627,17743,376,205.93,2374,1253,296,179.54,0.0212,0.1338,0.0706,0.7872,0.8718,
2025-08-31,500635396,9657930100,15379,449,953.03,6315,1665,436,944.74,0.0292,0.4106,0.1083,0.971,0.9913,
2025-08-31,500635396,9773660250,21,3,3.98,4,0,1,1.6,0.1429,0.1905,0.0,0.3333,0.402,
2025-08-31,525368335,9811363528,16246,24,13.79,157,68,10,7.5,0.0015,0.0097,0.0042,0.4167,0.5439,
2025-09-01,63563817,1841014603,463,12,9.28,74,63,11,8.9,0.0259,0.1598,0.1361,0.9167,0.9591,
2025-09-01,63563817,2526158329,27,0,0.0,2,1,0,0.0,0.0,0.0741,0.037,,,
2025-09-01,63563817,2874903000,415,3,3.98,19,8,2,2.5,0.0072,0.0458,0.0193,0.6667,0.6281,
2025-09-01,63563817,4190988309,1023,3,2.67,46,9,3,2.67,0.0029,0.045,0.0088,1.0,1.0,
2025-09-01,63563817,4190988310,287,4,5.14,37,5,2,2.67,0.0139,0.1289,0.0174,0.5,0.5195,
2025-09-01,495403620,8878077181,557,381,253.9,550,506,381,253.9,0.684,0.9874,0.9084,1.0,1.0,
2025-09-01,495403620,9628223555,2609,24,20.52,199,20,20,18.31,0.0092,0.0763,0.0077,0.8333,0.8923,
2025-09-01,495817671,9630806627,2096,21,15.11,147,11,14,10.64,0.01,0.0701,0.0052,0.6667,0.7042,
2025-09-01,500635396,9657930100,13844,396,659.35,5998,1175,392,655.61,0.0286,0.4333,0.0849,0.9899,0.9943,
2025-09-01,500635396,9773660250,7,0,0.0,2,1,0,0.0,0.0,0.2857,0.1429,,,
2025-09-01,525368335,9811363528,20503,23,10.26,137,71,9,5.7,0.0011,0.0067,0.0035,0.3913,0.5556,
2025-09-02,63563817,1841014603,679,40,45.31,163,121,32,33.88,0.0589,0.2401,0.1782,0.8,0.7477,
2025-09-02,63563817,2526158329,34,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-02,63563817,2874903000,1740,17,20.54,117,45,14,18.61,0.0098,0.0672,0.0259,0.8235,0.906,
2025-09-02,63563817,4190988309,1441,9,7.2,130,14,6,5.05,0.0062,0.0902,0.0097,0.6667,0.7014,
2025-09-02,63563817,4190988310,712,20,25.84,97,9,7,8.75,0.0281,0.1362,0.0126,0.35,0.3386,
2025-09-02,495403620,8878077181,1732,1217,836.81,1700,1591,1217,836.81,0.7027,0.9815,0.9186,1.0,1.0,
2025-09-02,495403620,9628223555,31608,904,561.58,12165,4810,782,512.46,0.0286,0.3849,0.1522,0.865,0.9125,
2025-09-02,495817671,9630806627,15458,568,449.93,6140,1980,496,407.97,0.0367,0.3972,0.1281,0.8732,0.9067,
2025-09-02,500635396,9657930100,37194,1353,3297.75,20682,4638,1322,3270.46,0.0364,0.5561,0.1247,0.9771,0.9917,
2025-09-02,500635396,9773660250,12,0,0.0,6,3,0,0.0,0.0,0.5,0.25,,,
2025-09-02,525368335,9811363528,24308,30,13.21,224,95,10,6.21,0.0012,0.0092,0.0039,0.3333,0.4701,
2025-09-03,63563817,1841014603,778,35,36.89,153,115,30,30.65,0.045,0.1967,0.1478,0.8571,0.8308,
2025-09-03,63563817,2526158329,38,1,0.68,2,0,0,0.0,0.0263,0.0526,0.0,0.0,0.0,
2025-09-03,63563817,2874903000,1830,11,11.55,114,40,6,6.84,0.006,0.0623,0.0219,0.5455,0.5922,
2025-09-03,63563817,4190988309,2059,13,14.78,123,20,11,13.02,0.0063,0.0597,0.0097,0.8462,0.8809,
2025-09-03,63563817,4190988310,881,21,27.32,73,8,7,9.06,0.0238,0.0829,0.0091,0.3333,0.3316,
2025-09-03,495403620,8878077181,1660,1181,803.05,1629,1464,1180,801.84,0.7114,0.9813,0.8819,0.9992,0.9985,
2025-09-03,495403620,9628223555,45485,1546,725.41,14995,6280,1263,599.66,0.034,0.3297,0.1381,0.8169,0.8266,
2025-09-03,495817671,9630806627,31640,698,441.49,7371,2553,472,380.8,0.0221,0.233,0.0807,0.6762,0.8625,
2025-09-03,500635396,9657930100,42186,1184,2862.88,18485,3881,1146,2833.51,0.0281,0.4382,0.092,0.9679,0.9897,
2025-09-03,500635396,9773660250,63,3,3.06,14,3,1,1.58,0.0476,0.2222,0.0476,0.3333,0.5163,
2025-09-03,525368335,9811363528,19110,39,21.74,236,95,21,13.56,0.002,0.0123,0.005,0.5385,0.6237,
2025-09-04,63563817,1841014603,822,45,45.51,172,131,38,35.7,0.0547,0.2092,0.1594,0.8444,0.7844,
2025-09-04,63563817,2526158329,26,0,0.0,5,1,0,0.0,0.0,0.1923,0.0385,,,
2025-09-04,63563817,2874903000,1924,16,14.71,128,41,14,13.81,0.0083,0.0665,0.0213,0.875,0.9388,
2025-09-04,63563817,4190988309,1431,12,11.88,147,21,4,3.94,0.0084,0.1027,0.0147,0.3333,0.3316,
2025-09-04,63563817,4190988310,845,26,33.56,87,11,6,9.24,0.0308,0.103,0.013,0.2308,0.2753,
2025-09-04,495403620,8878077181,1645,1260,849.63,1632,1526,1260,849.63,0.766,0.9921,0.9277,1.0,1.0,CTR极高
2025-09-04,495403620,9628223555,15738,313,202.07,4229,1453,236,170.06,0.0199,0.2687,0.0923,0.754,0.8416,
2025-09-04,495817671,9630806627,10124,278,193.91,2892,926,204,169.33,0.0275,0.2857,0.0915,0.7338,0.8732,
2025-09-04,500635396,9657930100,45350,1293,3111.04,20189,4046,1247,3079.48,0.0285,0.4452,0.0892,0.9644,0.9899,
2025-09-04,500635396,9773660250,50,6,7.1,11,4,0,0.0,0.12,0.22,0.08,0.0,0.0,
2025-09-04,525368335,9811363528,17521,27,18.14,238,93,11,9.76,0.0015,0.0136,0.0053,0.4074,0.538,
2025-09-05,63563817,1841014603,698,22,23.64,133,111,18,18.17,0.0315,0.1905,0.159,0.8182,0.7686,
2025-09-05,63563817,2526158329,41,0,0.0,2,1,0,0.0,0.0,0.0488,0.0244,,,
2025-09-05,63563817,2874903000,1997,15,13.65,127,50,11,12.08,0.0075,0.0636,0.025,0.7333,0.885,
2025-09-05,63563817,4190988309,1345,7,6.83,113,12,3,3.16,0.0052,0.084,0.0089,0.4286,0.4627,
2025-09-05,63563817,4190988310,792,7,9.85,69,13,3,4.3,0.0088,0.0871,0.0164,0.4286,0.4365,
2025-09-05,495403620,8878077181,1326,1013,652.79,1311,1241,1013,652.79,0.764,0.9887,0.9359,1.0,1.0,CTR极高
2025-09-05,495403620,9628223555,3454,56,41.94,568,76,47,35.49,0.0162,0.1644,0.022,0.8393,0.8462,
2025-09-05,495817671,9630806627,3655,43,33.88,370,37,26,21.61,0.0118,0.1012,0.0101,0.6047,0.6378,
2025-09-05,500635396,9657930100,40748,1651,5192.29,24349,5565,1629,5176.91,0.0405,0.5976,0.1366,0.9867,0.997,
2025-09-05,500635396,9700005700,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-05,500635396,9773660250,51,2,3.73,13,7,1,3.21,0.0392,0.2549,0.1373,0.5,0.8606,
2025-09-05,525368335,9811363528,13765,41,30.61,205,98,26,22.71,0.003,0.0149,0.0071,0.6341,0.7419,
2025-09-06,63563817,1841014603,687,23,25.47,130,92,21,22.51,0.0335,0.1892,0.1339,0.913,0.8838,
2025-09-06,63563817,2526158329,21,0,0.0,1,1,0,0.0,0.0,0.0476,0.0476,,,
2025-09-06,63563817,2874903000,633,14,14.66,97,51,10,11.42,0.0221,0.1532,0.0806,0.7143,0.779,
2025-09-06,63563817,4190988309,1322,11,9.74,139,20,8,6.69,0.0083,0.1051,0.0151,0.7273,0.6869,
2025-09-06,63563817,4190988310,698,16,21.21,84,5,6,8.09,0.0229,0.1203,0.0072,0.375,0.3814,
2025-09-06,495403620,8878077181,1501,1130,744.53,1480,1398,1129,743.4,0.7528,0.986,0.9314,0.9991,0.9985,
2025-09-06,495403620,9628223555,3406,58,46.68,471,55,45,37.71,0.017,0.1383,0.0161,0.7759,0.8078,
2025-09-06,495817671,9630806627,3996,34,26.86,384,34,26,21.88,0.0085,0.0961,0.0085,0.7647,0.8146,
2025-09-06,500635396,9657930100,41449,1544,4833.94,24627,5249,1525,4813.18,0.0373,0.5942,0.1266,0.9877,0.9957,
2025-09-06,500635396,9700005700,99,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-06,500635396,9773660250,53,6,8.94,16,5,3,5.6,0.1132,0.3019,0.0943,0.5,0.6264,
2025-09-06,525368335,9811363528,16191,19,11.92,197,72,8,6.7,0.0012,0.0122,0.0044,0.4211,0.5621,
2025-09-07,63563817,1841014603,418,12,14.33,75,43,11,13.67,0.0287,0.1794,0.1029,0.9167,0.9539,
2025-09-07,63563817,2526158329,15,0,0.0,1,0,0,0.0,0.0,0.0667,0.0,,,
2025-09-07,63563817,2874903000,227,7,6.83,45,8,2,3.11,0.0308,0.1982,0.0352,0.2857,0.4553,
2025-09-07,63563817,4190988309,831,4,5.13,67,16,2,3.03,0.0048,0.0806,0.0193,0.5,0.5906,
2025-09-07,63563817,4190988310,311,7,6.93,53,9,6,6.26,0.0225,0.1704,0.0289,0.8571,0.9033,
2025-09-07,495403620,8878077181,522,348,227.32,503,455,348,227.32,0.6667,0.9636,0.8716,1.0,1.0,
2025-09-07,495403620,9628223555,2373,12,9.03,211,42,10,7.88,0.0051,0.0889,0.0177,0.8333,0.8726,
2025-09-07,495817671,9630806627,1917,14,10.07,167,13,12,9.03,0.0073,0.0871,0.0068,0.8571,0.8967,
2025-09-07,500635396,9657930100,15650,539,1594.83,8969,2087,529,1587.75,0.0344,0.5731,0.1334,0.9814,0.9956,
2025-09-07,500635396,9773660250,20,1,1.33,0,0,0,0.0,0.05,0.0,0.0,0.0,0.0,
2025-09-07,525368335,9811363528,13152,17,11.04,131,54,9,7.55,0.0013,0.01,0.0041,0.5294,0.6839,
2025-09-08,63563817,1841014603,371,10,11.72,52,31,9,10.37,0.027,0.1402,0.0836,0.9,0.8848,
2025-09-08,63563817,2526158329,15,0,0.0,1,1,0,0.0,0.0,0.0667,0.0667,,,
2025-09-08,63563817,2874903000,158,0,0.0,17,5,0,0.0,0.0,0.1076,0.0316,,,
2025-09-08,63563817,4190988309,678,4,3.64,36,4,4,3.64,0.0059,0.0531,0.0059,1.0,1.0,
2025-09-08,63563817,4190988310,308,1,0.71,32,8,1,0.71,0.0032,0.1039,0.026,1.0,1.0,
2025-09-08,495403620,8878077181,437,297,184.28,423,381,297,184.28,0.6796,0.968,0.8719,1.0,1.0,
2025-09-08,495403620,9628223555,2000,20,14.71,206,30,12,10.23,0.01,0.103,0.015,0.6,0.6954,
2025-09-08,495817671,9630806627,1714,15,10.65,167,18,11,8.18,0.0088,0.0974,0.0105,0.7333,0.7681,
2025-09-08,500635396,9657930100,14330,551,1604.55,8881,2013,537,1589.16,0.0385,0.6197,0.1405,0.9746,0.9904,
2025-09-08,500635396,9700005700,57,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-08,500635396,9773660250,23,0,0.0,1,0,0,0.0,0.0,0.0435,0.0,,,
2025-09-08,525368335,9811363528,12823,11,6.69,104,37,6,5.33,0.0009,0.0081,0.0029,0.5455,0.7967,
2025-09-09,63563817,1841014603,967,43,42.76,162,111,37,34.83,0.0445,0.1675,0.1148,0.8605,0.8145,
2025-09-09,63563817,2526158329,44,0,0.0,3,2,0,0.0,0.0,0.0682,0.0455,,,
2025-09-09,63563817,2874903000,559,9,11.06,111,31,8,9.5,0.0161,0.1986,0.0555,0.8889,0.859,
2025-09-09,63563817,4190988309,1701,7,7.03,153,27,4,4.53,0.0041,0.0899,0.0159,0.5714,0.6444,
2025-09-09,63563817,4190988310,827,19,23.97,111,9,10,13.05,0.023,0.1342,0.0109,0.5263,0.5444,
2025-09-09,495403620,8878077181,1764,1315,888.48,1744,1632,1315,888.48,0.7455,0.9887,0.9252,1.0,1.0,
2025-09-09,495403620,9628223555,4507,75,61.48,582,89,58,49.29,0.0166,0.1291,0.0197,0.7733,0.8017,
2025-09-09,495817671,9630806627,4520,67,51.0,537,81,47,38.5,0.0148,0.1188,0.0179,0.7015,0.7549,
2025-09-09,500635396,9657930100,45567,1666,4857.36,27264,5842,1643,4837.93,0.0366,0.5983,0.1282,0.9862,0.996,
2025-09-09,500635396,9773660250,49,0,0.0,1,0,0,0.0,0.0,0.0204,0.0,,,
2025-09-09,525368335,9811363528,21641,55,34.99,276,145,30,25.28,0.0025,0.0128,0.0067,0.5455,0.7225,
2025-09-10,63563817,1841014603,712,45,51.58,137,91,34,36.27,0.0632,0.1924,0.1278,0.7556,0.7032,
2025-09-10,63563817,2526158329,46,0,0.0,6,1,0,0.0,0.0,0.1304,0.0217,,,
2025-09-10,63563817,2874903000,518,11,11.86,82,27,6,7.62,0.0212,0.1583,0.0521,0.5455,0.6425,
2025-09-10,63563817,4190988309,1482,9,9.19,133,16,4,4.1,0.0061,0.0897,0.0108,0.4444,0.4461,
2025-09-10,63563817,4190988310,671,17,22.46,110,16,11,14.53,0.0253,0.1639,0.0238,0.6471,0.6469,
2025-09-10,495403620,8878077181,1581,1194,823.0,1548,1431,1193,822.9,0.7552,0.9791,0.9051,0.9992,0.9999,
2025-09-10,495403620,9628223555,4274,62,50.28,550,83,54,45.11,0.0145,0.1287,0.0194,0.871,0.8972,
2025-09-10,495817671,9630806627,4203,59,45.85,465,76,46,36.98,0.014,0.1106,0.0181,0.7797,0.8065,
2025-09-10,500635396,9657930100,41359,1634,4729.36,25464,4933,1622,4714.69,0.0395,0.6157,0.1193,0.9927,0.9969,
2025-09-10,500635396,9773660250,34,1,1.85,4,0,0,0.0,0.0294,0.1176,0.0,0.0,0.0,
2025-09-10,525368335,9811363528,18272,50,29.94,318,160,31,21.7,0.0027,0.0174,0.0088,0.62,0.7248,
2025-09-11,63563817,1841014603,766,31,30.95,133,85,29,27.95,0.0405,0.1736,0.111,0.9355,0.9031,
2025-09-11,63563817,2526158329,62,0,0.0,2,1,0,0.0,0.0,0.0323,0.0161,,,
2025-09-11,63563817,2874903000,483,16,19.98,103,41,11,14.38,0.0331,0.2133,0.0849,0.6875,0.7197,
2025-09-11,63563817,4190988309,1508,14,13.33,164,25,11,10.75,0.0093,0.1088,0.0166,0.7857,0.8065,
2025-09-11,63563817,4190988310,705,19,23.61,111,13,8,9.86,0.027,0.1574,0.0184,0.4211,0.4176,
2025-09-11,495403620,8878077181,1651,1235,875.6,1597,1477,1235,875.6,0.748,0.9673,0.8946,1.0,1.0,
2025-09-11,495403620,9628223555,5149,64,51.62,560,90,54,44.78,0.0124,0.1088,0.0175,0.8438,0.8675,
2025-09-11,495817671,9630806627,3665,50,41.9,461,67,44,36.77,0.0136,0.1258,0.0183,0.88,0.8776,
2025-09-11,500635396,9657930100,42689,1625,4794.35,26417,5450,1607,4773.17,0.0381,0.6188,0.1277,0.9889,0.9956,
2025-09-11,500635396,9773660250,47,0,0.0,1,0,0,0.0,0.0,0.0213,0.0,,,
2025-09-11,525368335,9811363528,20484,70,47.04,417,225,47,34.41,0.0034,0.0204,0.011,0.6714,0.7315,
2025-09-12,63563817,1841014603,813,36,37.32,150,96,26,24.28,0.0443,0.1845,0.1181,0.7222,0.6506,
2025-09-12,63563817,2526158329,47,2,1.79,5,2,0,0.0,0.0426,0.1064,0.0426,0.0,0.0,
2025-09-12,63563817,2874903000,537,11,11.54,99,35,7,8.69,0.0205,0.1844,0.0652,0.6364,0.753,
2025-09-12,63563817,4190988309,1345,6,5.81,123,16,4,3.93,0.0045,0.0914,0.0119,0.6667,0.6764,
2025-09-12,63563817,4190988310,795,14,19.07,100,5,6,7.93,0.0176,0.1258,0.0063,0.4286,0.4158,
2025-09-12,495403620,8878077181,1487,1120,795.66,1443,1320,1117,793.11,0.7532,0.9704,0.8877,0.9973,0.9968,
2025-09-12,495403620,9628223555,5135,81,64.9,633,117,63,52.49,0.0158,0.1233,0.0228,0.7778,0.8088,
2025-09-12,495817671,9630806627,3700,53,44.93,476,111,44,38.02,0.0143,0.1286,0.03,0.8302,0.8462,
2025-09-12,500635396,9657930100,42075,1568,4587.95,26114,5166,1554,4566.81,0.0373,0.6207,0.1228,0.9911,0.9954,
2025-09-12,500635396,9773660250,19,0,0.0,2,0,0,0.0,0.0,0.1053,0.0,,,
2025-09-12,525368335,9811363528,21622,69,47.76,531,335,44,33.67,0.0032,0.0246,0.0155,0.6377,0.705,
2025-09-13,63563817,1841014603,795,35,35.77,167,122,31,30.16,0.044,0.2101,0.1535,0.8857,0.8432,
2025-09-13,63563817,2526158329,37,0,0.0,2,2,0,0.0,0.0,0.0541,0.0541,,,
2025-09-13,63563817,2874903000,495,11,12.19,107,33,8,10.71,0.0222,0.2162,0.0667,0.7273,0.8786,
2025-09-13,63563817,4190988309,1760,10,9.69,144,24,6,5.12,0.0057,0.0818,0.0136,0.6,0.5284,
2025-09-13,63563817,4190988310,705,11,14.42,78,7,2,2.46,0.0156,0.1106,0.0099,0.1818,0.1706,
2025-09-13,495403620,8878077181,1415,987,687.78,1373,1277,987,687.78,0.6975,0.9703,0.9025,1.0,1.0,
2025-09-13,495403620,9628223555,5525,70,58.52,611,121,55,47.43,0.0127,0.1106,0.0219,0.7857,0.8105,
2025-09-13,495817671,9630806627,3814,39,32.75,444,75,30,26.55,0.0102,0.1164,0.0197,0.7692,0.8107,
2025-09-13,500635396,9657930100,39683,1487,4439.45,24483,5127,1474,4425.28,0.0375,0.617,0.1292,0.9913,0.9968,
2025-09-13,500635396,9773660250,17,0,0.0,1,0,0,0.0,0.0,0.0588,0.0,,,
2025-09-13,525368335,9811363528,21809,74,48.37,434,253,51,37.57,0.0034,0.0199,0.0116,0.6892,0.7767,
2025-09-14,63563817,1841014603,630,22,22.85,117,87,20,19.76,0.0349,0.1857,0.1381,0.9091,0.8648,
2025-09-14,63563817,2526158329,29,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-14,63563817,2874903000,485,11,12.64,126,56,10,12.49,0.0227,0.2598,0.1155,0.9091,0.9881,
2025-09-14,63563817,4190988309,1304,10,13.43,128,22,7,10.38,0.0077,0.0982,0.0169,0.7,0.7729,
2025-09-14,63563817,4190988310,738,25,31.05,80,15,8,9.19,0.0339,0.1084,0.0203,0.32,0.296,
2025-09-14,495403620,8878077181,1266,911,593.84,1235,1175,910,593.73,0.7196,0.9755,0.9281,0.9989,0.9998,
2025-09-14,495403620,9628223555,4341,65,53.3,452,89,56,47.39,0.015,0.1041,0.0205,0.8615,0.8891,
2025-09-14,495817671,9630806627,3360,41,34.42,423,66,39,32.8,0.0122,0.1259,0.0196,0.9512,0.9529,
2025-09-14,500635396,9657930100,33110,1440,4441.75,20966,5248,1427,4432.75,0.0435,0.6332,0.1585,0.991,0.998,
2025-09-14,500635396,9773660250,22,0,0.0,4,0,0,0.0,0.0,0.1818,0.0,,,
2025-09-14,525368335,9811363528,16835,61,42.49,465,297,47,36.21,0.0036,0.0276,0.0176,0.7705,0.8522,
2025-09-15,63563817,1841014603,319,9,7.99,47,35,8,7.06,0.0282,0.1473,0.1097,0.8889,0.8836,
2025-09-15,63563817,2526158329,18,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-09-15,63563817,2874903000,177,4,3.6,25,11,2,2.93,0.0226,0.1412,0.0621,0.5,0.8139,
2025-09-15,63563817,4190988309,629,2,0.96,35,6,1,0.48,0.0032,0.0556,0.0095,0.5,0.5,
2025-09-15,63563817,4190988310,239,3,2.89,26,5,2,2.29,0.0126,0.1088,0.0209,0.6667,0.7924,
2025-09-15,495403620,8878077181,353,251,167.74,328,299,251,167.74,0.711,0.9292,0.847,1.0,1.0,
2025-09-15,495403620,9628223555,2395,20,14.67,164,35,14,10.84,0.0084,0.0685,0.0146,0.7,0.7389,
2025-09-15,495817671,9630806627,1602,19,17.37,119,39,14,13.53,0.0119,0.0743,0.0243,0.7368,0.7789,
2025-09-15,500635396,9657930100,7444,202,304.31,2699,697,197,300.74,0.0271,0.3626,0.0936,0.9752,0.9883,
2025-09-15,500635396,9773660250,25,0,0.0,2,1,0,0.0,0.0,0.08,0.04,,,
2025-09-15,525368335,9811363528,15272,23,15.8,216,156,13,11.05,0.0015,0.0141,0.0102,0.5652,0.6994,
2025-09-16,63563817,1841014603,242,7,7.78,50,35,6,6.33,0.0289,0.2066,0.1446,0.8571,0.8136,
2025-09-16,63563817,2526158329,50,0,0.0,1,0,0,0.0,0.0,0.02,0.0,,,
2025-09-16,63563817,2874903000,141,4,6.13,21,8,4,6.13,0.0284,0.1489,0.0567,1.0,1.0,
2025-09-16,63563817,4190988309,629,4,3.84,28,11,4,3.84,0.0064,0.0445,0.0175,1.0,1.0,
2025-09-16,63563817,4190988310,167,5,5.88,26,9,3,3.12,0.0299,0.1557,0.0539,0.6,0.5306,
2025-09-16,495403620,8878077181,279,187,122.72,266,241,187,122.72,0.6703,0.9534,0.8638,1.0,1.0,
2025-09-16,495403620,9628223555,1871,9,6.92,140,22,7,5.99,0.0048,0.0748,0.0118,0.7778,0.8656,
2025-09-16,495817671,9630806627,1548,13,9.42,106,40,9,7.9,0.0084,0.0685,0.0258,0.6923,0.8386,
