序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长,时长秒_原,是否无效词,是否活跃,时长缺失,时长秒,浏览深度,留存率,CPC,消费额_w,点击量_w,浏览深度_w,留存率_w,时长秒_w,x1,x2,x3,x4,S,d_plus,d_minus,基准类别,S_基准等权,类别_基准等权,S_流量优先,类别_流量优先,S_质量优先,类别_质量优先,稳定词,敏感性
1117,2533,500635396,9657930100,172871.87,59522,156572,0.5621, 00:03:42,222.0,False,True,False,222.0,2.6304895668828334,0.43789999999999996,2.9043357078055174,24233.035600000105,16611.160000000033,2.6304895668828334,0.43789999999999996,222.0,9.717890236295883,1.2893675060929068,0.43789999999999996,5.407171771460119,0.6459107672221075,0.01266591752010244,0.023104493855403346,重点词,0.6459107672221075,重点词,0.7595268484285699,重点词,0.5945250959409286,重点词,True,稳定词
1118,2818,500635396,9657930100,13968.87,6980,12860,0.6439, 00:02:16,136.0,False,True,False,136.0,1.842406876790831,0.35609999999999997,2.0012707736389688,13968.87,6980.0,1.842406876790831,0.35609999999999997,136.0,8.850947451970402,1.0446511850824456,0.35609999999999997,4.919980925828125,0.5760627252654987,0.014993864406445897,0.020374255596297637,重点词,0.5760627252654987,重点词,0.70073869209219,重点词,0.5211910203687318,重点词,True,稳定词
1119,2832,500635396,9657930100,164553.1,74970,173306,0.5672, 00:03:32,212.0,False,True,False,212.0,2.3116713352007467,0.43279999999999996,2.194919301053755,24233.035600000105,16611.160000000033,2.3116713352007467,0.43279999999999996,212.0,9.717890236295883,1.1974529970581032,0.43279999999999996,5.3612921657094255,0.6347351694261738,0.01313994566947323,0.02283380425008663,重点词,0.6347351694261738,重点词,0.7520256107224262,重点词,0.5832113438870424,重点词,True,稳定词
1120,2874,500635396,9657930100,103832.28,39270,110134,0.5535, 00:03:54,234.0,False,True,False,234.0,2.804532722179781,0.4465,2.644061115355233,24233.035600000105,16611.160000000033,2.804532722179781,0.4465,234.0,9.717890236295883,1.3361931775121014,0.4465,5.459585514144159,0.653612481840087,0.012344504487785068,0.023293339951188385,重点词,0.653612481840087,重点词,0.7646817660825328,重点词,0.6028926272612821,重点词,True,稳定词
1121,2992,500635396,9657930100,10.54,3,38,0.0, 00:11:26,686.0,False,True,False,686.0,12.666666666666666,1.0,3.513333333333333,10.54,3.0,11.082051282051294,1.0,686.0,1.3862943611198906,2.4917209862077314,1.0,6.532334292222349,0.5920707704244634,0.017424820280493424,0.025290481828709455,重点词,0.5920707704244634,重点词,0.4219043712255104,重点词,0.6646000000479618,重点词,True,稳定词
1123,3366,500635396,9657930100,513.5,239,700,0.5176, 00:03:56,236.0,False,True,False,236.0,2.928870292887029,0.48240000000000005,2.1485355648535567,513.5,239.0,2.928870292887029,0.48240000000000005,236.0,5.480638923341991,1.3683519272767521,0.48240000000000005,5.4680601411351315,0.5409493220456755,0.01471400020661425,0.017339106156684245,重点词,0.5409493220456755,重点词,0.5356154147648076,重点词,0.5350606580000703,重点词,True,稳定词
1124,3408,500635396,9657930100,12956.21,6733,12890,0.5714, 00:03:49,229.0,False,True,False,229.0,1.9144512104559632,0.4286,1.9242848655874052,12956.21,6733.0,1.9144512104559632,0.4286,229.0,8.814924599721019,1.0696815380840416,0.4286,5.438079308923196,0.602268043052947,0.013875063697005701,0.02101039987878834,重点词,0.602268043052947,重点词,0.7170743561021545,重点词,0.5549300127721118,重点词,True,稳定词
1125,3567,500635396,9657930100,38819.52,16735,32505,0.6115, 00:02:55,175.0,False,True,False,175.0,1.9423364206752316,0.38849999999999996,2.3196605915745443,24233.035600000105,16611.160000000033,1.9423364206752316,0.38849999999999996,175.0,9.717890236295883,1.079203966652963,0.38849999999999996,5.170483995038151,0.6094548946270054,0.014258969319707724,0.022251459625726194,重点词,0.6094548946270054,重点词,0.734851732423995,重点词,0.5540578483075438,重点词,True,稳定词
1126,3587,500635396,9657930100,7.03,6,11,0.3333, 00:01:17,77.0,False,True,False,77.0,1.8333333333333333,0.6667000000000001,1.1716666666666666,7.03,6.0,1.8333333333333333,0.6667000000000001,77.0,1.9459101490553132,1.041453874828161,0.6667000000000001,4.356708826689592,0.41935709295371065,0.0201363849941591,0.014543079354406189,黄金词,0.41935709295371065,黄金词,0.3057446255394232,黄金词,0.4745342761006454,黄金词,True,稳定词
1128,4127,500635396,9657930100,20.95,13,14,0.8333, 00:00:46,46.0,False,True,False,46.0,1.0769230769230769,0.16669999999999996,1.6115384615384616,20.95,13.0,1.0769230769230769,0.16669999999999996,46.0,2.6390573296152584,0.7308875085427923,0.16669999999999996,3.8501476017100584,0.2589445290401908,0.02403068098536219,0.008396960300704885,问题词,0.2589445290401908,问题词,0.23780779528118448,问题词,0.2542139217987114,问题词,True,稳定词
1129,4196,500635396,9657930100,657.56,352,563,0.659, 00:02:32,152.0,False,True,False,152.0,1.5994318181818181,0.34099999999999997,1.8680681818181817,657.56,352.0,1.5994318181818181,0.34099999999999997,152.0,5.8664680569332965,0.9552928896774242,0.34099999999999997,5.030437921392435,0.4670771787653756,0.01740006917551365,0.015250191766967363,重点词,0.4670771787653756,重点词,0.5199454887596392,重点词,0.43941006228587043,重点词,True,稳定词
1130,4482,500635396,9657930100,1556.31,396,1005,0.6404, 00:03:17,197.0,False,True,False,197.0,2.537878787878788,0.35960000000000003,3.9300757575757572,1556.31,396.0,2.537878787878788,0.35960000000000003,197.0,5.983936280687191,1.2635273350825265,0.35960000000000003,5.288267030694535,0.5120963044397305,0.015866510816667165,0.016653248638008288,重点词,0.5120963044397305,重点词,0.5490603731451997,重点词,0.48510169696192906,重点词,True,稳定词
1132,4536,500635396,9657930100,48121.97,23315,52173,0.575, 00:03:16,196.0,False,True,False,196.0,2.237743941668454,0.42500000000000004,2.063991850739867,24233.035600000105,16611.160000000033,2.237743941668454,0.42500000000000004,196.0,9.717890236295883,1.1748767729649803,0.42500000000000004,5.2832037287379885,0.6295894736595419,0.0133576665690106,0.022704123307697895,重点词,0.6295894736595419,重点词,0.7485979096438841,重点词,0.5773505305952664,重点词,True,稳定词
1133,4721,500635396,9657930100,72765.96,23486,55320,0.57, 00:03:42,222.0,False,True,False,222.0,2.355445797496381,0.43000000000000005,3.0982696074257006,24233.035600000105,16611.160000000033,2.355445797496381,0.43000000000000005,222.0,9.717890236295883,1.2105846371542588,0.43000000000000005,5.407171771460119,0.6357477488457234,0.013103787137429513,0.022870697840782717,重点词,0.6357477488457234,重点词,0.7526379328139766,重点词,0.583929100982402,重点词,True,稳定词
1134,4766,500635396,9657930100,83.21,22,40,0.625, 00:01:41,101.0,False,True,False,101.0,1.8181818181818181,0.375,3.782272727272727,83.21,22.0,1.8181818181818181,0.375,101.0,3.1354942159291497,1.0360919316867758,0.375,4.624972813284271,0.37622612182149934,0.020198293180610578,0.012182500384506592,重点词,0.37622612182149934,重点词,0.3252005648342842,重点词,0.3882880050344246,重点词,True,稳定词
1135,5166,500635396,9657930100,3.88,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,3.88,3.88,1.0,1.0,0.0,120.0,0.6931471805599453,0.6931471805599453,0.0,4.795790545596741,0.21401869481923805,0.028205532455741852,0.007680222421411457,潜力词,0.21401869481923805,潜力词,0.15108856472007434,潜力词,0.21433632984851855,潜力词,True,稳定词
1136,5331,500635396,9657930100,4160.45,2130,3953,0.7037, 00:02:32,152.0,False,True,False,152.0,1.8558685446009389,0.2963,1.953262910798122,4160.45,2130.0,1.8558685446009389,0.2963,152.0,7.664346632098617,1.0493760156172345,0.2963,5.030437921392435,0.5285165175537954,0.016161691070942653,0.01811669125348304,重点词,0.5285165175537954,重点词,0.6358337922939552,重点词,0.4767968583228254,重点词,True,稳定词
1137,5337,500635396,9657930100,727.12,260,711,0.5821, 00:03:13,193.0,False,True,False,193.0,2.7346153846153847,0.41790000000000005,2.7966153846153845,727.12,260.0,2.7346153846153847,0.41790000000000005,193.0,5.564520407322694,1.3176448372757972,0.41790000000000005,5.267858159063328,0.5179548851100924,0.015501372712504418,0.016656141664639953,重点词,0.5179548851100924,重点词,0.5290220974534117,重点词,0.5031054881084044,重点词,True,稳定词
1138,5553,500635396,9657930100,71798.68,51724,100920,0.5765, 00:03:07,187.0,False,True,False,187.0,1.9511252030005413,0.4235,1.3881115149640397,24233.035600000105,16611.160000000033,1.9511252030005413,0.4235,187.0,9.717890236295883,1.0821865223737481,0.4235,5.236441962829949,0.619410359031997,0.013805261286193646,0.022468088800479583,重点词,0.619410359031997,重点词,0.7416970920139183,重点词,0.5673738841959495,重点词,True,稳定词
1139,5573,500635396,9657930100,10656.71,10553,10503,0.5927, 00:03:29,209.0,False,True,False,209.0,0.9952620108026153,0.4073,1.009827537193215,10656.71,10553.0,0.9952620108026153,0.4073,209.0,9.264260213965613,0.6907753754539535,0.4073,5.3471075307174685,0.568424764820731,0.015879123225937326,0.02091428365094571,重点词,0.568424764820731,重点词,0.7009022358985226,重点词,0.5184158229314357,重点词,True,稳定词
1140,5867,500635396,9657930100,24613.57,15146,13988,0.5599, 00:03:33,213.0,False,True,False,213.0,0.9235441700779083,0.44010000000000005,1.6250871517232273,24233.035600000105,15146.0,0.9235441700779083,0.44010000000000005,213.0,9.625557771527026,0.654169406335125,0.44010000000000005,5.365976015021851,0.5803351104929717,0.0156956935834626,0.0217048466473392,重点词,0.5803351104929717,重点词,0.7126500879543457,重点词,0.5323267211126346,重点词,True,稳定词
1141,5874,500635396,9657930100,18.64,22,61,0.6, 00:01:40,100.0,False,True,False,100.0,2.772727272727273,0.4,0.8472727272727273,18.64,22.0,2.772727272727273,0.4,100.0,3.1354942159291497,1.3277981544382822,0.4,4.61512051684126,0.4154979474324279,0.01911104089216648,0.013585235892861789,重点词,0.4154979474324279,重点词,0.34670633540742624,重点词,0.43029655978812154,重点词,True,稳定词
1142,6001,500635396,9657930100,182.78,71,244,0.5385, 00:05:27,327.0,False,True,False,327.0,3.436619718309859,0.4615,2.5743661971830987,182.78,71.0,3.436619718309859,0.4615,327.0,4.276666119016055,1.4898927617843176,0.4615,5.793013608384144,0.5064151728422243,0.01612538918054764,0.0165445558690256,重点词,0.5064151728422243,重点词,0.4523404306919224,重点词,0.5143613107982856,重点词,True,稳定词
1143,6023,500635396,9657930100,344.18,149,280,0.6667, 00:03:27,207.0,False,True,False,207.0,1.8791946308724832,0.33330000000000004,2.3099328859060404,344.18,149.0,1.8791946308724832,0.33330000000000004,207.0,5.0106352940962555,1.0575106129825578,0.33330000000000004,5.337538079701318,0.4475380785300238,0.017930484835631064,0.014525118236381751,重点词,0.4475380785300238,重点词,0.4631033732524275,重点词,0.43050466173492047,重点词,True,稳定词
1144,6133,500635396,9657930100,2.08,2,2,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,1.04,2.08,2.0,1.0,0.0,120.0,1.0986122886681098,0.6931471805599453,0.0,4.795790545596741,0.21843657059918795,0.027646402138318527,0.007726801236247917,潜力词,0.21843657059918795,潜力词,0.15874296766226273,潜力词,0.21715322323575523,潜力词,True,稳定词
1145,6180,500635396,9657930100,1896.27,400,1364,0.4804, 00:05:37,337.0,False,True,False,337.0,3.41,0.5196000000000001,4.7406749999999995,1896.27,400.0,3.41,0.5196000000000001,337.0,5.993961427306569,1.4838746894587547,0.5196000000000001,5.823045895483019,0.5880657303399188,0.013224234153248715,0.018878543224707854,重点词,0.5880657303399188,重点词,0.5877090855724807,重点词,0.5796609838261876,重点词,True,稳定词
1146,6271,500635396,9657930100,17.47,11,9,1.0, 00:00:53,53.0,False,True,False,53.0,0.8181818181818182,0.0,1.5881818181818181,17.47,11.0,0.8181818181818182,0.0,53.0,2.4849066497880004,0.5978370007556204,0.0,3.9889840465642745,0.21845130023809056,0.02633831269596327,0.007361842782495026,问题词,0.21845130023809056,问题词,0.20898183877332138,问题词,0.20530051110525546,问题词,True,稳定词
1147,6434,500635396,9657930100,89.74,49,76,0.7619, 00:01:08,68.0,False,True,False,68.0,1.5510204081632653,0.23809999999999998,1.8314285714285714,89.74,49.0,1.5510204081632653,0.23809999999999998,68.0,3.912023005428146,0.9364934391916745,0.23809999999999998,4.23410650459726,0.35134328150024363,0.02092591602413728,0.011334469827620671,重点词,0.35134328150024363,重点词,0.3540449938213637,重点词,0.3380146013883966,重点词,True,稳定词
1148,6452,500635396,9657930100,5.59,5,4,1.0, 00:00:33,33.0,False,True,False,33.0,0.8,0.0,1.1179999999999999,5.59,5.0,0.8,0.0,33.0,1.791759469228055,0.5877866649021191,0.0,3.5263605246161616,0.18510355918620633,0.0273511308261182,0.006212803750407968,潜力词,0.18510355918620633,潜力词,0.15690446786107823,潜力词,0.178786051963915,潜力词,True,稳定词
1149,6660,500635396,9657930100,4349.38,2727,5333,0.7072, 00:03:01,181.0,False,True,False,181.0,1.9556288962229555,0.29279999999999995,1.594932159882655,4349.38,2727.0,1.9556288962229555,0.29279999999999995,181.0,7.911324018963353,1.0837114526550853,0.29279999999999995,5.204006687076795,0.5405578173931559,0.015892353479538747,0.01869818713944969,重点词,0.5405578173931559,重点词,0.6514873478031292,重点词,0.486611709384653,重点词,True,稳定词
1151,389,500635396,9700005700,6387.87,4897,24764,0.7273, 00:01:08,68.0,False,True,False,68.0,5.05697365734123,0.27270000000000005,1.3044455789258729,6387.87,4897.0,5.05697365734123,0.27270000000000005,68.0,8.496582237512113,1.8012102788629254,0.27270000000000005,4.23410650459726,0.6051066573973432,0.013994612621815929,0.021444355605859052,重点词,0.6051066573973432,重点词,0.7072675894843824,重点词,0.5453247350509114,重点词,True,稳定词
1152,416,500635396,9700005700,2417.24,1207,507,0.6579, 00:03:06,186.0,False,True,False,186.0,0.420049710024855,0.34209999999999996,2.0026843413421704,2417.24,1207.0,0.420049710024855,0.34209999999999996,186.0,7.0967213784947605,0.3506918780601936,0.34209999999999996,5.231108616854587,0.45934858789570493,0.019110808623399877,0.01623693706918565,重点词,0.45934858789570493,重点词,0.5701184702562745,重点词,0.4197757194444483,重点词,True,稳定词
1156,1900,500635396,9700005700,0.8,1,1,1.0, 00:00:13,13.0,False,True,False,13.0,1.0,0.0,0.8,0.8,1.0,1.0,0.0,13.0,0.6931471805599453,0.6931471805599453,0.0,2.6390573296152584,0.15973308856622034,0.028769151445645035,0.0054689591525161245,潜力词,0.15973308856622034,潜力词,0.11163007131836757,潜力词,0.1599766973590889,潜力词,True,稳定词
1158,3371,500635396,9700005700,4326.98,2145,3643,0.6543, 00:01:01,61.0,False,True,False,61.0,1.6983682983682984,0.3457,2.017240093240093,4326.98,2145.0,1.6983682983682984,0.3457,61.0,7.671360923190644,0.9926472563892571,0.3457,4.127134385045092,0.5249511231585398,0.016107610707125315,0.01779965966518411,重点词,0.5249511231585398,重点词,0.6353933683250463,重点词,0.4771879737947566,重点词,True,稳定词
1159,3785,500635396,9700005700,11.91,7,5,1.0, 00:00:09,9.0,False,True,False,9.0,0.7142857142857143,0.0,1.7014285714285715,11.91,7.0,0.7142857142857143,0.0,9.0,2.0794415416798357,0.538996500732687,0.0,2.302585092994046,0.1589886466970823,0.027559908836256097,0.0052100516738126604,问题词,0.1589886466970823,问题词,0.15632753187648457,问题词,0.14852680602369817,问题词,True,稳定词
1160,3897,500635396,9700005700,12164.19,1125,364,0.7423, 00:04:17,257.0,False,True,False,257.0,0.32355555555555554,0.25770000000000004,10.812613333333333,12164.19,1125.0,0.32355555555555554,0.25770000000000004,257.0,7.026426808699636,0.28032171804548844,0.25770000000000004,5.552959584921617,0.4380132283833869,0.020290909911797578,0.015814761852377006,重点词,0.4380132283833869,重点词,0.5530065915388146,重点词,0.39220270182741457,重点词,True,稳定词
1161,4956,500635396,9700005700,0.65,1,0,0.0,0,,False,True,True,50.0,0.0,1.0,0.65,0.65,1.0,0.0,1.0,50.0,0.6931471805599453,0.0,1.0,3.9318256327243257,0.40661840700302915,0.02558793118618832,0.017534288121209277,黄金词,0.40661840700302915,黄金词,0.2970753082417933,黄金词,0.475359762441171,黄金词,True,稳定词
1163,5248,500635396,9700005700,1.81,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,1.81,1.81,1.0,1.0,0.0,120.0,0.6931471805599453,0.6931471805599453,0.0,4.795790545596741,0.21401869481923805,0.028205532455741852,0.007680222421411457,潜力词,0.21401869481923805,潜力词,0.15108856472007434,潜力词,0.21433632984851855,潜力词,True,稳定词
1164,5453,500635396,9700005700,1623.0,2785,3265,0.6667, 00:00:39,39.0,False,True,False,39.0,1.1723518850987433,0.33330000000000004,0.5827648114901257,1623.0,2785.0,1.1723518850987433,0.33330000000000004,39.0,7.932362154339751,0.7758103986635028,0.33330000000000004,3.6888794541139363,0.5042080820792327,0.01723506092241055,0.017527629431014886,重点词,0.5042080820792327,重点词,0.631327856353722,重点词,0.4531843526413253,重点词,True,稳定词
1165,5963,500635396,9700005700,2.98,2,2,1.0, 00:00:04,4.0,False,True,False,4.0,1.0,0.0,1.49,2.98,2.0,1.0,0.0,4.0,1.0986122886681098,0.6931471805599453,0.0,1.6094379124341003,0.1463096898874082,0.02861954221561427,0.004904959441010702,潜力词,0.1463096898874082,潜力词,0.10789411181199607,潜力词,0.14501469736973716,潜力词,True,稳定词
1166,6656,500635396,9700005700,2.09,2,2,1.0, 00:00:02,2.0,False,True,False,2.0,1.0,0.0,1.045,2.09,2.0,1.0,0.0,2.0,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,0.1413640944448003,0.028845551107537563,0.004749073716456767,潜力词,0.1413640944448003,潜力词,0.1047421939272683,潜力词,0.14007141943068893,潜力词,True,稳定词
1167,232,500635396,9773660250,2235.16,1712,3698,0.6848, 00:03:09,189.0,False,True,False,189.0,2.1600467289719627,0.31520000000000004,1.3055841121495326,2235.16,1712.0,2.1600467289719627,0.31520000000000004,189.0,7.44600149832412,1.1505868151388399,0.31520000000000004,5.247024072160486,0.5389587051781529,0.015602135493033891,0.018238944835926186,重点词,0.5389587051781529,重点词,0.6335722388068302,重点词,0.49095781265991634,重点词,True,稳定词
1168,4514,500635396,9773660250,5.52,2,6,0.0, 00:07:18,438.0,False,True,False,438.0,3.0,1.0,2.76,5.52,2.0,3.0,1.0,438.0,1.0986122886681098,1.3862943611198906,1.0,6.0844994130751715,0.5166891270043765,0.019519512389150832,0.020867562431174158,黄金词,0.5166891270043765,黄金词,0.3624582381327442,黄金词,0.5928261920492265,黄金词,True,稳定词
1169,6586,500635396,9773660250,4114.5,2439,5984,0.6409, 00:03:31,211.0,False,True,False,211.0,2.4534645346453465,0.3591,1.686961869618696,4114.5,2439.0,2.4534645346453465,0.3591,211.0,7.799753318287247,1.2393779400994434,0.3591,5.356586274672012,0.5721361881745356,0.014466383587642968,0.01934433652426063,重点词,0.5721361881745356,重点词,0.6672844371167063,重点词,0.5248590788330484,重点词,True,稳定词
1170,3457,500635396,9773660250,13.65,5,11,0.25, 00:03:07,187.0,False,True,False,187.0,2.2,0.75,2.73,13.65,5.0,2.2,0.75,187.0,1.791759469228055,1.1631508098056809,0.75,5.236441962829949,0.4586544751987632,0.01944880861171177,0.01647798438958383,重点词,0.4586544751987632,重点词,0.3284676856265309,重点词,0.5209971756306628,重点词,True,稳定词
1171,4229,500635396,9773660250,65.11,48,251,0.4082, 00:04:14,254.0,False,True,False,254.0,5.229166666666667,0.5918,1.3564583333333333,65.11,48.0,5.229166666666667,0.5918,254.0,3.8918202981106265,1.8292425624827955,0.5918,5.541263545158426,0.5562517715863533,0.014840378604553991,0.018602861625625147,重点词,0.5562517715863533,重点词,0.45940252207968185,重点词,0.585240988752371,重点词,True,稳定词
1178,32,525368335,9811363528,0.8,1,1,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,0.8,0.8,1.0,1.0,0.0,3.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.13962801875520683,0.029254691864219275,0.004747684435731067,潜力词,0.13962801875520683,潜力词,0.09770305952716112,潜力词,0.13983887342209136,潜力词,True,稳定词
1179,33,525368335,9811363528,183.41,75,149,0.7288, 00:01:48,108.0,False,True,False,108.0,1.9866666666666666,0.2712,2.4454666666666665,183.41,75.0,1.9866666666666666,0.2712,108.0,4.330733340286331,1.0941579383187292,0.2712,4.6913478822291435,0.40005749808739755,0.019424902198231467,0.012953037581506323,重点词,0.40005749808739755,重点词,0.40157671881092655,重点词,0.38512344908602814,重点词,True,稳定词
1181,47,525368335,9811363528,0.38,1,55,0.0, 00:12:04,724.0,False,True,False,724.0,55.0,1.0,0.38,0.38,1.0,11.082051282051294,1.0,724.0,0.6931471805599453,2.4917209862077314,1.0,6.586171654854675,0.572582526607296,0.01886848820717664,0.02527684833558232,黄金词,0.572582526607296,黄金词,0.401257124949547,黄金词,0.6466817138593499,黄金词,True,稳定词
1182,48,525368335,9811363528,58.58,11,7,1.0, 00:00:43,43.0,False,True,False,43.0,0.6363636363636364,0.0,5.325454545454545,58.58,11.0,0.6363636363636364,0.0,43.0,2.4849066497880004,0.4924764850977941,0.0,3.784189633918261,0.20259292171401316,0.02673819336444127,0.006793228781841364,问题词,0.20259292171401316,问题词,0.20062686887491035,问题词,0.18890964089544143,问题词,True,稳定词
1186,61,525368335,9811363528,6.13,8,11,0.75, 00:00:13,13.0,False,True,False,13.0,1.375,0.25,0.76625,6.13,8.0,1.375,0.25,13.0,2.1972245773362196,0.8649974374866045,0.25,2.6390573296152584,0.2590793567381708,0.023842167349768746,0.008336943283194566,潜力词,0.2590793567381708,潜力词,0.21579433727935357,潜力词,0.268072098105383,潜力词,True,稳定词
1188,74,525368335,9811363528,0.73,1,0,0.0,0,,False,True,True,95.0,0.0,1.0,0.73,0.73,1.0,0.0,1.0,95.0,0.6931471805599453,0.0,1.0,4.564348191467836,0.4119681460617029,0.025432671188103346,0.01781782794348286,黄金词,0.4119681460617029,黄金词,0.30092088014216595,黄金词,0.48010869592865735,黄金词,True,稳定词
1191,91,525368335,9811363528,36.38,6,2,1.0, 00:02:00,120.0,False,True,False,120.0,0.3333333333333333,0.0,6.0633333333333335,36.38,6.0,0.3333333333333333,0.0,120.0,1.9459101490553132,0.2876820724517809,0.0,4.795790545596741,0.19925783731928295,0.027860745235895244,0.0069329081201654685,问题词,0.19925783731928295,问题词,0.17303607062625292,问题词,0.19212205593188814,问题词,True,稳定词
1196,110,525368335,9811363528,1.5,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,1.5,1.5,1.0,1.0,0.0,120.0,0.6931471805599453,0.6931471805599453,0.0,4.795790545596741,0.21401869481923805,0.028205532455741852,0.007680222421411457,潜力词,0.21401869481923805,潜力词,0.15108856472007434,潜力词,0.21433632984851855,潜力词,True,稳定词
1197,113,525368335,9811363528,1.44,1,1,1.0, 00:00:09,9.0,False,True,False,9.0,1.0,0.0,1.44,1.44,1.0,1.0,0.0,9.0,0.6931471805599453,0.6931471805599453,0.0,2.302585092994046,0.15302863302248787,0.028888469827167657,0.005219495274720695,潜力词,0.15302863302248787,潜力词,0.10691018880119407,潜力词,0.15326193788480943,潜力词,True,稳定词
1202,144,525368335,9811363528,26.87,6,5,1.0, 00:01:13,73.0,False,True,False,73.0,0.8333333333333334,0.0,4.4783333333333335,26.87,6.0,0.8333333333333334,0.0,73.0,1.9459101490553132,0.6061358035703155,0.0,4.30406509320417,0.21193948321737488,0.026898332681185327,0.00723398597754128,问题词,0.21193948321737488,问题词,0.17990286779224407,问题词,0.20460266576521968,问题词,True,稳定词
1203,154,525368335,9811363528,1.48,2,0,0.0,0,,False,True,True,95.0,0.0,1.0,0.74,1.48,2.0,0.0,1.0,95.0,1.0986122886681098,0.0,1.0,4.564348191467836,0.41824940034883135,0.024811131651819075,0.01783795485827032,黄金词,0.41824940034883135,黄金词,0.3099043206317119,黄金词,0.48514265371103865,黄金词,True,稳定词
1204,159,525368335,9811363528,1.03,1,1,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,1.03,1.03,1.0,1.0,0.0,3.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.13962801875520683,0.029254691864219275,0.004747684435731067,潜力词,0.13962801875520683,潜力词,0.09770305952716112,潜力词,0.13983887342209136,潜力词,True,稳定词
1205,162,525368335,9811363528,14.99,5,4,1.0, 00:01:02,62.0,False,True,False,62.0,0.8,0.0,2.998,14.99,5.0,0.8,0.0,62.0,1.791759469228055,0.5877866649021191,0.0,4.143134726391533,0.20177852934465823,0.027188667953415246,0.006872891341767936,问题词,0.20177852934465823,问题词,0.16729288058778777,问题词,0.1957354579017963,问题词,True,稳定词
1206,172,525368335,9811363528,0.95,1,1,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,0.95,0.95,1.0,1.0,0.0,3.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.13962801875520683,0.029254691864219275,0.004747684435731067,潜力词,0.13962801875520683,潜力词,0.09770305952716112,潜力词,0.13983887342209136,潜力词,True,稳定词
1209,181,525368335,9811363528,165.4,49,72,0.6875, 00:02:14,134.0,False,True,False,134.0,1.469387755102041,0.3125,3.3755102040816327,165.4,49.0,1.469387755102041,0.3125,134.0,3.912023005428146,0.9039702474861145,0.3125,4.90527477843843,0.3777502614360853,0.020109339107613856,0.012207812449611452,重点词,0.3777502614360853,重点词,0.36716405842074595,重点词,0.37274274050295747,重点词,True,稳定词
1211,202,525368335,9811363528,6.04,7,6,0.8, 00:01:27,87.0,False,True,False,87.0,0.8571428571428571,0.19999999999999996,0.8628571428571429,6.04,7.0,0.8571428571428571,0.19999999999999996,87.0,2.0794415416798357,0.6190392084062234,0.19999999999999996,4.477336814478207,0.25170024529167195,0.024658566910109172,0.008294226078204153,潜力词,0.25170024529167195,潜力词,0.2074093942891331,潜力词,0.25622727814630863,潜力词,True,稳定词
1212,206,525368335,9811363528,122.53,26,38,0.8125, 00:01:33,93.0,False,True,False,93.0,1.4615384615384615,0.1875,4.712692307692308,122.53,26.0,1.4615384615384615,0.1875,93.0,3.295836866004329,0.9007865453381898,0.1875,4.543294782270004,0.31929374297159524,0.022243116463333774,0.01043341064901449,重点词,0.31929374297159524,重点词,0.3040738965020356,重点词,0.3091351118736147,问题词,False,边界敏感词
1213,213,525368335,9811363528,1.1,1,1,1.0, 00:00:01,1.0,False,True,False,1.0,1.0,0.0,1.1,1.1,1.0,1.0,0.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.1354663103126751,0.029570784147216124,0.004633532584397842,潜力词,0.1354663103126751,潜力词,0.09516320728013836,潜力词,0.13566748995043118,潜力词,True,稳定词
1217,235,525368335,9811363528,1.29,1,1,1.0, 00:00:02,2.0,False,True,False,2.0,1.0,0.0,1.29,1.29,1.0,1.0,0.0,2.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.13721737004141432,0.02938187074738171,0.004672907046176866,潜力词,0.13721737004141432,潜力词,0.09614406329892622,潜力词,0.13742336656649506,潜力词,True,稳定词
1219,257,525368335,9811363528,3.48,3,16,0.3333, 00:13:14,794.0,False,True,False,794.0,5.333333333333333,0.6667000000000001,1.16,3.48,3.0,5.333333333333333,0.6667000000000001,794.0,1.3862943611198906,1.8458266904983307,0.6667000000000001,6.678342114654332,0.5024262200403947,0.018802380910258227,0.018985745529572804,黄金词,0.5024262200403947,黄金词,0.350212051570394,黄金词,0.559056136715115,黄金词,True,稳定词
1220,263,525368335,9811363528,1.31,2,2,1.0, 00:00:15,15.0,False,True,False,15.0,1.0,0.0,0.655,1.31,2.0,1.0,0.0,15.0,1.0986122886681098,0.6931471805599453,0.0,2.772588722239781,0.16682271127028309,0.028175259144755188,0.005641384114582687,潜力词,0.16682271127028309,潜力词,0.1217902306209121,潜力词,0.16554211536894864,潜力词,True,稳定词
