序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长,时长秒_原,是否无效词,是否活跃,时长缺失,时长秒,浏览深度,留存率,CPC,消费额_w,点击量_w,浏览深度_w,留存率_w,时长秒_w,S,d_plus,d_minus,S_基准等权,S_流量优先,S_质量优先,类别_基准等权,类别_流量优先,类别_质量优先,基准类别,稳定词,敏感性
1052,5831,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1053,5832,495817671,9630806627,5.52,8,6,1.0, 00:00:25,25.0,False,True,False,25.0,0.75,0.0,0.69,5.52,8.0,0.75,0.0,25.0,0.18683153723884555,0.02701771422657223,0.006207521949991014,0.18683153723884555,0.17714535239123214,0.17606034939526743,潜力词,潜力词,潜力词,潜力词,True,稳定词
1054,5833,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1055,5834,495817671,9630806627,1229.83,157,191,0.8879, 00:02:40,160.0,False,True,False,160.0,1.21656050955414,0.11209999999999998,7.833312101910828,1229.83,157.0,1.21656050955414,0.11209999999999998,160.0,0.3706956959563232,0.021348477438615447,0.012575456183700534,0.3706956959563232,0.42624321258755193,0.333034226712736,重点词,重点词,重点词,重点词,True,稳定词
1056,5862,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1057,5870,495817671,9630806627,7.27,11,10,1.0, 00:00:28,28.0,False,True,False,28.0,0.9090909090909091,0.0,0.6609090909090909,7.27,11.0,0.9090909090909091,0.0,28.0,0.20920875755097562,0.026361337671227277,0.006974056369794326,0.20920875755097562,0.20403495186662302,0.19555259216740178,潜力词,潜力词,潜力词,潜力词,True,稳定词
1058,5895,495817671,9630806627,40.9,33,22,0.95, 00:00:46,46.0,False,True,False,46.0,0.6666666666666666,0.050000000000000044,1.2393939393939393,40.9,33.0,0.6666666666666666,0.050000000000000044,46.0,0.2506969209084369,0.02493969374182706,0.008344159531621837,0.2506969209084369,0.28278958402285914,0.22571427741115496,问题词,重点词,问题词,问题词,False,边界敏感词
1059,5917,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1060,5944,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1061,5964,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1062,5980,495817671,9630806627,9.57,8,6,1.0, 00:00:43,43.0,False,True,False,43.0,0.75,0.0,1.19625,9.57,8.0,0.75,0.0,43.0,0.20010927492149938,0.02686379457884148,0.006720536051076862,0.20010927492149938,0.18443981206109272,0.1898454513942835,问题词,问题词,问题词,问题词,True,稳定词
1063,6004,495817671,9630806627,42.67,39,74,0.8065, 00:02:06,126.0,False,True,False,126.0,1.8974358974358974,0.1935,1.0941025641025641,42.67,39.0,1.8974358974358974,0.1935,126.0,0.35822339276720216,0.021106160128381984,0.01178092221540613,0.35822339276720216,0.34529475738325777,0.34419267021091027,重点词,重点词,重点词,重点词,True,稳定词
1064,6069,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1065,6076,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1066,6091,495817671,9630806627,6.28,7,45,0.5, 00:07:46,466.0,False,True,False,466.0,6.428571428571429,0.5,0.8971428571428571,6.28,7.0,6.428571428571429,0.5,466.0,0.49519891027206414,0.01838828709590919,0.018038510448881405,0.49519891027206414,0.3605975477683568,0.5301769482136263,黄金词,黄金词,黄金词,黄金词,True,稳定词
1067,6095,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1068,6119,495817671,9630806627,1007.59,169,182,0.8915, 00:01:26,86.0,False,True,False,86.0,1.0769230769230769,0.10850000000000004,5.96207100591716,1007.59,169.0,1.0769230769230769,0.10850000000000004,86.0,0.3569407014123482,0.021701206719976614,0.012045613779530779,0.3569407014123482,0.42381768288059635,0.31682383957620386,重点词,重点词,重点词,重点词,True,稳定词
1069,6133,495817671,9630806627,76.35,40,98,0.575, 00:02:53,173.0,False,True,False,173.0,2.45,0.42500000000000004,1.90875,76.35,40.0,2.45,0.42500000000000004,173.0,0.44041560457748913,0.01815276191676645,0.014286959535902569,0.44041560457748913,0.3885062764156534,0.4511884286007249,重点词,重点词,重点词,重点词,True,稳定词
1070,6148,495817671,9630806627,12.03,14,19,0.8462, 00:00:51,51.0,False,True,False,51.0,1.3571428571428572,0.15380000000000005,0.8592857142857142,12.03,14.0,1.3571428571428572,0.15380000000000005,51.0,0.2756966817708863,0.023638129573868454,0.008997548019964097,0.2756966817708863,0.25037740357875166,0.26925931355777194,问题词,问题词,问题词,问题词,True,稳定词
1071,6154,495817671,9630806627,4.51,6,5,1.0, 00:00:34,34.0,False,True,False,34.0,0.8333333333333334,0.0,0.7516666666666666,4.51,6.0,0.8333333333333334,0.0,34.0,0.19215903840323398,0.027091688211608154,0.006444229746871124,0.19215903840323398,0.16789052649665154,0.18441299026048502,潜力词,潜力词,潜力词,潜力词,True,稳定词
1072,6157,495817671,9630806627,6.75,7,17,0.6, 00:06:06,366.0,False,True,False,366.0,2.4285714285714284,0.4,0.9642857142857143,6.75,7.0,2.4285714285714284,0.4,366.0,0.3940823190845268,0.020755960059562963,0.013499452372375067,0.3940823190845268,0.2940967574733568,0.41865760172483835,黄金词,黄金词,黄金词,黄金词,True,稳定词
1073,6159,495817671,9630806627,2951.62,1910,1493,0.8262, 00:02:48,168.0,False,True,False,168.0,0.7816753926701571,0.17379999999999995,1.5453507853403141,2951.62,1910.0,0.7816753926701571,0.17379999999999995,168.0,0.45666725978232436,0.019655435667996334,0.016520252290954503,0.45666725978232436,0.5850297384141782,0.3978515694548486,重点词,重点词,重点词,重点词,True,稳定词
1074,6203,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1075,6209,495817671,9630806627,7.2,4,3,1.0, 00:00:02,2.0,False,True,False,2.0,0.75,0.0,1.8,7.2,4.0,0.75,0.0,2.0,0.1293255455357127,0.02858367948227066,0.004245674055909994,0.1293255455357127,0.11622432296060524,0.12368025112499985,潜力词,潜力词,潜力词,潜力词,True,稳定词
1076,6210,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1077,6250,495817671,9630806627,3.0,3,3,1.0, 00:01:20,80.0,False,True,False,80.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,80.0,0.21200320478538465,0.027339392295920716,0.007355409081380164,0.21200320478538465,0.16032939408227437,0.20908501046294395,潜力词,潜力词,潜力词,潜力词,True,稳定词
1078,6256,495817671,9630806627,127.35,41,59,0.8235, 00:02:05,125.0,False,True,False,125.0,1.4390243902439024,0.1765,3.1060975609756096,127.35,41.0,1.4390243902439024,0.1765,125.0,0.33753376679399694,0.021775361504039845,0.011094784040825223,0.33753376679399694,0.3374438793959661,0.32106177468124814,重点词,重点词,重点词,重点词,True,稳定词
1079,6259,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1080,6261,495817671,9630806627,136.68,48,89,0.619, 00:10:35,635.0,False,True,False,635.0,1.8541666666666667,0.381,2.8475,136.68,48.0,1.8541666666666667,0.381,635.0,0.4356337279793276,0.018731286236602536,0.014458660018577681,0.4356337279793276,0.39640281572221386,0.438768695041265,重点词,重点词,重点词,重点词,True,稳定词
1081,6270,495817671,9630806627,0.9,2,1,1.0, 00:00:05,5.0,False,True,False,5.0,0.5,0.0,0.45,0.9,2.0,0.5,0.0,5.0,0.10033409563811307,0.029405195386588485,0.003279377013034615,0.10033409563811307,0.0773291653426643,0.09881855409387812,潜力词,潜力词,潜力词,潜力词,True,稳定词
1082,6280,495817671,9630806627,3.71,4,4,1.0, 00:00:24,24.0,False,True,False,24.0,1.0,0.0,0.9275,3.71,4.0,1.0,0.0,24.0,0.18652946697180312,0.027358079322430864,0.006273230247675674,0.18652946697180312,0.15028812146382584,0.18182317070227358,潜力词,潜力词,潜力词,潜力词,True,稳定词
1083,6315,495817671,9630806627,20.1,21,16,1.0, 00:01:40,100.0,False,True,False,100.0,0.7619047619047619,0.0,0.9571428571428572,20.1,21.0,0.7619047619047619,0.0,100.0,0.2512487959079052,0.025587309553853674,0.008586003843190948,0.2512487959079052,0.2582139133146745,0.23176632747580428,问题词,问题词,问题词,问题词,True,稳定词
1084,6360,495817671,9630806627,31984.96,19838,39158,0.6224, 00:04:33,273.0,False,True,False,273.0,1.9738884968242767,0.37760000000000005,1.6123076923076922,24233.035600000105,16611.160000000033,1.9738884968242767,0.37760000000000005,273.0,0.6118176336127689,0.01423062581105354,0.022429014201697024,0.6118176336127689,0.7357321257250595,0.5558118342203586,重点词,重点词,重点词,重点词,True,稳定词
1085,6378,495817671,9630806627,1.85,3,2,1.0, 00:00:05,5.0,False,True,False,5.0,0.6666666666666666,0.0,0.6166666666666667,1.85,3.0,0.6666666666666666,0.0,5.0,0.12377865541642562,0.028709409035983142,0.004055610001104268,0.12377865541642562,0.10276965062476032,0.12023811599578307,潜力词,潜力词,潜力词,潜力词,True,稳定词
1086,6390,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1087,6435,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1088,6436,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1089,6463,495817671,9630806627,127.09,21,177,0.4091, 00:06:41,401.0,False,True,False,401.0,8.428571428571429,0.5909,6.051904761904762,127.09,21.0,8.428571428571429,0.5909,401.0,0.5648430597771134,0.01563638712001998,0.020296366502181352,0.5648430597771134,0.4353585201106059,0.6012523183566857,重点词,重点词,重点词,重点词,True,稳定词
1090,6474,495817671,9630806627,23.07,18,34,0.625, 00:04:33,273.0,False,True,False,273.0,1.8888888888888888,0.375,1.2816666666666667,23.07,18.0,1.8888888888888888,0.375,273.0,0.389855698680518,0.0201835258271731,0.012896396059378559,0.389855698680518,0.3245137705194831,0.4036180221249046,重点词,重点词,重点词,重点词,True,稳定词
1091,6486,495817671,9630806627,186.06,55,295,0.463, 00:04:27,267.0,False,True,False,267.0,5.363636363636363,0.5369999999999999,3.382909090909091,186.06,55.0,5.363636363636363,0.5369999999999999,267.0,0.550007285296367,0.015016997526050124,0.01835464835924021,0.550007285296367,0.4627932846369059,0.57056219799248,重点词,重点词,重点词,重点词,True,稳定词
1092,6489,495817671,9630806627,1542.48,551,581,0.8906, 00:01:49,109.0,False,True,False,109.0,1.0544464609800364,0.10940000000000005,2.799419237749546,1542.48,551.0,1.0544464609800364,0.10940000000000005,109.0,0.40602291426064074,0.020701650573486285,0.014150957499294311,0.40602291426064074,0.50703352310226,0.35333418892437235,重点词,重点词,重点词,重点词,True,稳定词
1093,6500,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1094,6504,495817671,9630806627,269.55,136,212,0.814, 00:03:04,184.0,False,True,False,184.0,1.5588235294117647,0.18600000000000005,1.9819852941176472,269.55,136.0,1.5588235294117647,0.18600000000000005,184.0,0.39553939039698455,0.02009709130602099,0.013150883808883393,0.39553939039698455,0.4316678299281948,0.36526225111994814,重点词,重点词,重点词,重点词,True,稳定词
1095,6505,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1096,6510,495817671,9630806627,45.13,28,155,0.3333, 00:08:37,517.0,False,True,False,517.0,5.535714285714286,0.6667000000000001,1.6117857142857144,45.13,28.0,5.535714285714286,0.6667000000000001,517.0,0.5658499447495887,0.015030912208249581,0.019590555706985337,0.5658499447495887,0.4431156619051702,0.6090234283392335,重点词,重点词,重点词,重点词,True,稳定词
1097,6514,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1098,6538,495817671,9630806627,1.11,1,1,1.0, 00:00:09,9.0,False,True,False,9.0,1.0,0.0,1.11,1.11,1.0,1.0,0.0,9.0,0.15302863302248787,0.028888469827167657,0.005219495274720695,0.15302863302248787,0.10691018880119407,0.15326193788480943,潜力词,潜力词,潜力词,潜力词,True,稳定词
1099,6548,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1100,6549,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1101,6578,495817671,9630806627,9.86,32,3,1.0, 00:00:18,18.0,False,True,False,18.0,0.09375,0.0,0.308125,9.86,32.0,0.09375,0.0,18.0,0.19857960481282783,0.02736018128604899,0.006779430645912144,0.19857960481282783,0.25615164235932536,0.1689923795525199,问题词,问题词,问题词,问题词,True,稳定词
1102,6596,495817671,9630806627,1.48,3,1,1.0, 00:00:01,1.0,False,True,False,1.0,0.3333333333333333,0.0,0.49333333333333335,1.48,3.0,0.3333333333333333,0.0,1.0,0.07449864661292284,0.029907162331987012,0.0024073904480117728,0.07449864661292284,0.07567219880087818,0.0692570385425576,潜力词,潜力词,潜力词,潜力词,True,稳定词
1103,6607,495817671,9630806627,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1104,6617,495817671,9630806627,17.81,11,19,0.7, 00:05:24,324.0,False,True,False,324.0,1.7272727272727273,0.30000000000000004,1.619090909090909,17.81,11.0,1.7272727272727273,0.30000000000000004,324.0,0.3549158942033577,0.021683549222430456,0.01192997346024749,0.3549158942033577,0.28544970043602946,0.365086014770899,重点词,重点词,重点词,重点词,True,稳定词
1105,434,500635396,9657930100,18.54,7,12,0.7143, 00:00:50,50.0,False,True,False,50.0,1.7142857142857142,0.28569999999999995,2.6485714285714286,18.54,7.0,1.7142857142857142,0.28569999999999995,50.0,0.3041142139897297,0.022826268512866427,0.009975477077795118,0.3041142139897297,0.23750010290560142,0.31747387979213176,问题词,问题词,重点词,问题词,False,边界敏感词
1106,509,500635396,9657930100,2532.96,350,889,0.5478, 00:03:12,192.0,False,True,False,192.0,2.54,0.45220000000000005,7.237028571428572,2532.96,350.0,2.54,0.45220000000000005,192.0,0.5329559462306629,0.014990282920984142,0.01710579623900773,0.5329559462306629,0.5530419321558446,0.5181606062116825,重点词,重点词,重点词,重点词,True,稳定词
1107,797,500635396,9657930100,8332.06,3712,9168,0.6722, 00:03:33,213.0,False,True,False,213.0,2.4698275862068964,0.3278,2.2446282327586204,8332.06,3712.0,2.4698275862068964,0.3278,213.0,0.5761632594713556,0.014631860639913511,0.01989053735150044,0.5761632594713556,0.6836808620118655,0.5226168174708794,重点词,重点词,重点词,重点词,True,稳定词
1108,844,500635396,9657930100,38287.88,15931,48781,0.5177, 00:03:49,229.0,False,True,False,229.0,3.0620174502542215,0.48229999999999995,2.4033569769631535,24233.035600000105,15931.0,3.0620174502542215,0.48229999999999995,229.0,0.6698934576410107,0.01162254063031461,0.02358591221420718,0.6698934576410107,0.7755462456952771,0.6225402520144031,重点词,重点词,重点词,重点词,True,稳定词
1109,861,500635396,9657930100,4227.49,768,2244,0.5787, 00:03:59,239.0,False,True,False,239.0,2.921875,0.4213,5.504544270833333,4227.49,768.0,2.921875,0.4213,239.0,0.5667442239871473,0.014087697828477606,0.018428193726675462,0.5667442239871473,0.6123135675672756,0.5381390074357454,重点词,重点词,重点词,重点词,True,稳定词
1110,919,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1111,998,500635396,9657930100,2.91,1,3,0.0, 00:03:09,189.0,False,True,False,189.0,3.0,1.0,2.91,2.91,1.0,3.0,1.0,189.0,0.49962145730779994,0.020431237580588426,0.020400324601638035,0.49962145730779994,0.34621904208807036,0.5775873034361716,黄金词,黄金词,黄金词,黄金词,True,稳定词
1112,1380,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1113,1934,500635396,9657930100,4656.78,2449,5135,0.6731, 00:03:09,189.0,False,True,False,189.0,2.096774193548387,0.32689999999999997,1.9015026541445488,4656.78,2449.0,2.096774193548387,0.32689999999999997,189.0,0.5512668687420061,0.015323753622822197,0.018825170437817278,0.5512668687420061,0.6546882820864531,0.5011318331833942,重点词,重点词,重点词,重点词,True,稳定词
1114,1998,500635396,9657930100,418.66,97,484,0.494, 00:06:09,369.0,False,True,False,369.0,4.989690721649485,0.506,4.316082474226804,418.66,97.0,4.989690721649485,0.506,369.0,0.5613820277342626,0.014465496786273738,0.01851422064653085,0.5613820277342626,0.4969982752024191,0.5708558124664709,重点词,重点词,重点词,重点词,True,稳定词
1115,2253,500635396,9657930100,70.6,27,62,0.6364, 00:04:55,295.0,False,True,False,295.0,2.2962962962962963,0.36360000000000003,2.6148148148148147,70.6,27.0,2.2962962962962963,0.36360000000000003,295.0,0.41479298091978817,0.019303078590149177,0.013681964242194889,0.41479298091978817,0.35656128479187305,0.422844314519523,重点词,重点词,重点词,重点词,True,稳定词
1116,2531,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1117,2533,500635396,9657930100,172871.87,59522,156572,0.5621, 00:03:42,222.0,False,True,False,222.0,2.6304895668828334,0.43789999999999996,2.9043357078055174,24233.035600000105,16611.160000000033,2.6304895668828334,0.43789999999999996,222.0,0.6459107672221075,0.01266591752010244,0.023104493855403346,0.6459107672221075,0.7595268484285699,0.5945250959409286,重点词,重点词,重点词,重点词,True,稳定词
1118,2818,500635396,9657930100,13968.87,6980,12860,0.6439, 00:02:16,136.0,False,True,False,136.0,1.842406876790831,0.35609999999999997,2.0012707736389688,13968.87,6980.0,1.842406876790831,0.35609999999999997,136.0,0.5760627252654987,0.014993864406445897,0.020374255596297637,0.5760627252654987,0.70073869209219,0.5211910203687318,重点词,重点词,重点词,重点词,True,稳定词
1119,2832,500635396,9657930100,164553.1,74970,173306,0.5672, 00:03:32,212.0,False,True,False,212.0,2.3116713352007467,0.43279999999999996,2.194919301053755,24233.035600000105,16611.160000000033,2.3116713352007467,0.43279999999999996,212.0,0.6347351694261738,0.01313994566947323,0.02283380425008663,0.6347351694261738,0.7520256107224262,0.5832113438870424,重点词,重点词,重点词,重点词,True,稳定词
1120,2874,500635396,9657930100,103832.28,39270,110134,0.5535, 00:03:54,234.0,False,True,False,234.0,2.804532722179781,0.4465,2.644061115355233,24233.035600000105,16611.160000000033,2.804532722179781,0.4465,234.0,0.653612481840087,0.012344504487785068,0.023293339951188385,0.653612481840087,0.7646817660825328,0.6028926272612821,重点词,重点词,重点词,重点词,True,稳定词
1121,2992,500635396,9657930100,10.54,3,38,0.0, 00:11:26,686.0,False,True,False,686.0,12.666666666666666,1.0,3.513333333333333,10.54,3.0,11.082051282051294,1.0,686.0,0.5920707704244634,0.017424820280493424,0.025290481828709455,0.5920707704244634,0.4219043712255104,0.6646000000479618,重点词,重点词,重点词,重点词,True,稳定词
1122,3324,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1123,3366,500635396,9657930100,513.5,239,700,0.5176, 00:03:56,236.0,False,True,False,236.0,2.928870292887029,0.48240000000000005,2.1485355648535567,513.5,239.0,2.928870292887029,0.48240000000000005,236.0,0.5409493220456755,0.01471400020661425,0.017339106156684245,0.5409493220456755,0.5356154147648076,0.5350606580000703,重点词,重点词,重点词,重点词,True,稳定词
1124,3408,500635396,9657930100,12956.21,6733,12890,0.5714, 00:03:49,229.0,False,True,False,229.0,1.9144512104559632,0.4286,1.9242848655874052,12956.21,6733.0,1.9144512104559632,0.4286,229.0,0.602268043052947,0.013875063697005701,0.02101039987878834,0.602268043052947,0.7170743561021545,0.5549300127721118,重点词,重点词,重点词,重点词,True,稳定词
1125,3567,500635396,9657930100,38819.52,16735,32505,0.6115, 00:02:55,175.0,False,True,False,175.0,1.9423364206752316,0.38849999999999996,2.3196605915745443,24233.035600000105,16611.160000000033,1.9423364206752316,0.38849999999999996,175.0,0.6094548946270054,0.014258969319707724,0.022251459625726194,0.6094548946270054,0.734851732423995,0.5540578483075438,重点词,重点词,重点词,重点词,True,稳定词
1126,3587,500635396,9657930100,7.03,6,11,0.3333, 00:01:17,77.0,False,True,False,77.0,1.8333333333333333,0.6667000000000001,1.1716666666666666,7.03,6.0,1.8333333333333333,0.6667000000000001,77.0,0.41935709295371065,0.0201363849941591,0.014543079354406189,0.41935709295371065,0.3057446255394232,0.4745342761006454,黄金词,黄金词,黄金词,黄金词,True,稳定词
1127,3935,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1128,4127,500635396,9657930100,20.95,13,14,0.8333, 00:00:46,46.0,False,True,False,46.0,1.0769230769230769,0.16669999999999996,1.6115384615384616,20.95,13.0,1.0769230769230769,0.16669999999999996,46.0,0.2589445290401908,0.02403068098536219,0.008396960300704885,0.2589445290401908,0.23780779528118448,0.2542139217987114,问题词,问题词,问题词,问题词,True,稳定词
1129,4196,500635396,9657930100,657.56,352,563,0.659, 00:02:32,152.0,False,True,False,152.0,1.5994318181818181,0.34099999999999997,1.8680681818181817,657.56,352.0,1.5994318181818181,0.34099999999999997,152.0,0.4670771787653756,0.01740006917551365,0.015250191766967363,0.4670771787653756,0.5199454887596392,0.43941006228587043,重点词,重点词,重点词,重点词,True,稳定词
1130,4482,500635396,9657930100,1556.31,396,1005,0.6404, 00:03:17,197.0,False,True,False,197.0,2.537878787878788,0.35960000000000003,3.9300757575757572,1556.31,396.0,2.537878787878788,0.35960000000000003,197.0,0.5120963044397305,0.015866510816667165,0.016653248638008288,0.5120963044397305,0.5490603731451997,0.48510169696192906,重点词,重点词,重点词,重点词,True,稳定词
1131,4491,500635396,9657930100,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
1132,4536,500635396,9657930100,48121.97,23315,52173,0.575, 00:03:16,196.0,False,True,False,196.0,2.237743941668454,0.42500000000000004,2.063991850739867,24233.035600000105,16611.160000000033,2.237743941668454,0.42500000000000004,196.0,0.6295894736595419,0.0133576665690106,0.022704123307697895,0.6295894736595419,0.7485979096438841,0.5773505305952664,重点词,重点词,重点词,重点词,True,稳定词
1133,4721,500635396,9657930100,72765.96,23486,55320,0.57, 00:03:42,222.0,False,True,False,222.0,2.355445797496381,0.43000000000000005,3.0982696074257006,24233.035600000105,16611.160000000033,2.355445797496381,0.43000000000000005,222.0,0.6357477488457234,0.013103787137429513,0.022870697840782717,0.6357477488457234,0.7526379328139766,0.583929100982402,重点词,重点词,重点词,重点词,True,稳定词
1134,4766,500635396,9657930100,83.21,22,40,0.625, 00:01:41,101.0,False,True,False,101.0,1.8181818181818181,0.375,3.782272727272727,83.21,22.0,1.8181818181818181,0.375,101.0,0.37622612182149934,0.020198293180610578,0.012182500384506592,0.37622612182149934,0.3252005648342842,0.3882880050344246,重点词,重点词,重点词,重点词,True,稳定词
1135,5166,500635396,9657930100,3.88,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,3.88,3.88,1.0,1.0,0.0,120.0,0.21401869481923805,0.028205532455741852,0.007680222421411457,0.21401869481923805,0.15108856472007434,0.21433632984851855,潜力词,潜力词,潜力词,潜力词,True,稳定词
1136,5331,500635396,9657930100,4160.45,2130,3953,0.7037, 00:02:32,152.0,False,True,False,152.0,1.8558685446009389,0.2963,1.953262910798122,4160.45,2130.0,1.8558685446009389,0.2963,152.0,0.5285165175537954,0.016161691070942653,0.01811669125348304,0.5285165175537954,0.6358337922939552,0.4767968583228254,重点词,重点词,重点词,重点词,True,稳定词
1137,5337,500635396,9657930100,727.12,260,711,0.5821, 00:03:13,193.0,False,True,False,193.0,2.7346153846153847,0.41790000000000005,2.7966153846153845,727.12,260.0,2.7346153846153847,0.41790000000000005,193.0,0.5179548851100924,0.015501372712504418,0.016656141664639953,0.5179548851100924,0.5290220974534117,0.5031054881084044,重点词,重点词,重点词,重点词,True,稳定词
1138,5553,500635396,9657930100,71798.68,51724,100920,0.5765, 00:03:07,187.0,False,True,False,187.0,1.9511252030005413,0.4235,1.3881115149640397,24233.035600000105,16611.160000000033,1.9511252030005413,0.4235,187.0,0.619410359031997,0.013805261286193646,0.022468088800479583,0.619410359031997,0.7416970920139183,0.5673738841959495,重点词,重点词,重点词,重点词,True,稳定词
1139,5573,500635396,9657930100,10656.71,10553,10503,0.5927, 00:03:29,209.0,False,True,False,209.0,0.9952620108026153,0.4073,1.009827537193215,10656.71,10553.0,0.9952620108026153,0.4073,209.0,0.568424764820731,0.015879123225937326,0.02091428365094571,0.568424764820731,0.7009022358985226,0.5184158229314357,重点词,重点词,重点词,重点词,True,稳定词
1140,5867,500635396,9657930100,24613.57,15146,13988,0.5599, 00:03:33,213.0,False,True,False,213.0,0.9235441700779083,0.44010000000000005,1.6250871517232273,24233.035600000105,15146.0,0.9235441700779083,0.44010000000000005,213.0,0.5803351104929717,0.0156956935834626,0.0217048466473392,0.5803351104929717,0.7126500879543457,0.5323267211126346,重点词,重点词,重点词,重点词,True,稳定词
1141,5874,500635396,9657930100,18.64,22,61,0.6, 00:01:40,100.0,False,True,False,100.0,2.772727272727273,0.4,0.8472727272727273,18.64,22.0,2.772727272727273,0.4,100.0,0.4154979474324279,0.01911104089216648,0.013585235892861789,0.4154979474324279,0.34670633540742624,0.43029655978812154,重点词,重点词,重点词,重点词,True,稳定词
1142,6001,500635396,9657930100,182.78,71,244,0.5385, 00:05:27,327.0,False,True,False,327.0,3.436619718309859,0.4615,2.5743661971830987,182.78,71.0,3.436619718309859,0.4615,327.0,0.5064151728422243,0.01612538918054764,0.0165445558690256,0.5064151728422243,0.4523404306919224,0.5143613107982856,重点词,重点词,重点词,重点词,True,稳定词
1143,6023,500635396,9657930100,344.18,149,280,0.6667, 00:03:27,207.0,False,True,False,207.0,1.8791946308724832,0.33330000000000004,2.3099328859060404,344.18,149.0,1.8791946308724832,0.33330000000000004,207.0,0.4475380785300238,0.017930484835631064,0.014525118236381751,0.4475380785300238,0.4631033732524275,0.43050466173492047,重点词,重点词,重点词,重点词,True,稳定词
