序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长(秒),累计消费占比,累计点击占比
1749,3486,525368335,9811363528,0.15,1,2,0.0,39.0,0.9999922863951288,0.9999003785614664
1720,3320,525368335,9811363528,0.15,1,1,1.0,0.0,0.9999931128527935,0.9999103407053198
1663,2976,525368335,9811363528,0.15,1,1,1.0,1.0,0.9999939393104581,0.9999203028491731
2040,5378,525368335,9811363528,0.15,1,1,1.0,4.0,0.9999947657681229,0.9999302649930265
1636,2826,525368335,9811363528,0.15,1,1,1.0,2.0,0.9999955922257875,0.9999402271368799
1491,1988,525368335,9811363528,0.15,1,1,1.0,1.0,0.9999964186834521,0.9999501892807332
1409,1337,525368335,9811363528,0.15,1,1,1.0,2.0,0.9999972451411169,0.9999601514245866
2058,5501,525368335,9811363528,0.15,1,1,1.0,654.0,0.9999980715987815,0.9999701135684399
1312,785,525368335,9811363528,0.15,1,1,1.0,120.0,0.9999988980564462,0.9999800757122933
1595,2610,525368335,9811363528,0.1,1,1,1.0,2.0,0.9999994490282227,0.9999900378561466
1717,3300,525368335,9811363528,0.1,1,0,0.0,0.0,0.9999999999999992,1.0
2157,6211,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2190,6446,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2191,6451,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2193,6461,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2194,6470,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2099,5736,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2107,5810,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2111,5836,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2113,5844,525368335,9811363528,0.0,0,1,,,0.9999999999999992,1.0
2114,5866,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2117,5873,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2121,5893,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2124,5898,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2127,5916,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2128,5918,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2140,6039,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2141,6042,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2142,6077,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2143,6109,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2144,6113,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2145,6118,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2147,6131,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2151,6175,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2152,6177,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2153,6190,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2159,6222,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2165,6269,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2173,6351,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2175,6359,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2176,6363,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2097,5728,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1193,99,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1225,273,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1173,2,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1174,4,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1175,8,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1176,17,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1177,24,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1180,41,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1183,54,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1184,55,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1185,57,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1187,62,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1189,83,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1190,90,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1192,98,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1258,528,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1194,100,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1195,108,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1198,120,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1199,121,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1200,122,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1201,143,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1207,173,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1208,178,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1210,190,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1214,217,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1215,229,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1216,231,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1218,247,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1221,265,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1223,269,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1294,688,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1226,276,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1227,290,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1232,332,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1233,362,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1235,367,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1238,386,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1240,408,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1241,424,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1245,444,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1246,451,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1250,479,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1251,488,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1253,500,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1255,503,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1256,506,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1343,1018,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1263,563,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1264,565,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1269,592,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1270,593,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1271,596,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1273,607,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1275,613,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1278,627,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1281,649,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1282,652,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1286,664,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1287,665,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1290,671,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1292,677,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1293,681,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1368,1169,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1297,716,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1298,719,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1301,729,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1302,733,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1306,753,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1308,763,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1309,765,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1311,775,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1313,799,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1314,805,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1317,825,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1320,834,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1323,850,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1324,851,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1325,860,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1410,1351,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1344,1022,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1345,1030,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1346,1034,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1347,1038,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1348,1046,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1349,1047,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1350,1050,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1351,1060,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1352,1074,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1353,1075,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1354,1081,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1355,1087,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1361,1137,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1363,1148,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1366,1161,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1438,1601,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1369,1172,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1370,1184,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1371,1187,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1375,1199,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1378,1216,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1380,1221,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1381,1225,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1386,1244,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1387,1245,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1392,1278,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1393,1280,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1394,1281,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1396,1289,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1401,1303,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1403,1311,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1473,1797,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1413,1375,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1415,1387,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1416,1396,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1417,1397,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1419,1400,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1421,1414,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1424,1475,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1425,1492,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1426,1496,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1427,1507,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1428,1508,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1431,1533,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1433,1537,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1435,1564,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1437,1576,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1519,2177,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1439,1602,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1442,1621,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1446,1639,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1447,1640,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1449,1647,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1453,1670,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1459,1702,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1460,1703,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1463,1717,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1464,1718,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1466,1735,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1467,1737,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1468,1739,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1470,1756,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1472,1766,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1552,2356,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1475,1827,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1481,1921,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1482,1923,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1487,1955,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1488,1957,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1490,1965,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1492,1996,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1494,2015,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1499,2051,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1503,2071,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1504,2072,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1508,2092,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1510,2095,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1515,2146,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1517,2166,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1585,2564,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1520,2180,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1522,2191,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1525,2214,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1528,2226,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1529,2231,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1530,2232,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1532,2236,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1533,2238,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1537,2277,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1539,2282,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1540,2283,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1541,2284,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1546,2322,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1549,2337,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1550,2339,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1633,2799,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1555,2380,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1557,2387,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1559,2422,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1561,2425,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1562,2426,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1564,2441,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1567,2458,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1569,2465,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1571,2474,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1572,2476,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1573,2482,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1575,2509,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1580,2549,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1583,2559,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1584,2563,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1676,3035,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1591,2583,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1593,2591,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1597,2618,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1599,2632,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1601,2636,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1604,2665,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1605,2666,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1608,2678,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1609,2684,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1610,2685,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1618,2738,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1619,2739,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1622,2754,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1623,2758,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1629,2771,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1705,3188,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1638,2840,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1640,2847,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1645,2861,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1646,2875,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1648,2884,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1649,2888,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1656,2939,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1657,2947,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1662,2975,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1665,2979,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1666,2989,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1668,2994,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1671,3009,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1672,3012,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1673,3022,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1735,3395,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1679,3060,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1680,3062,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1681,3063,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1682,3068,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1685,3076,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1689,3102,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1690,3107,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1691,3116,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1693,3126,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1694,3135,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1695,3138,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1696,3147,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1697,3151,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1699,3164,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1703,3182,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1771,3663,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1707,3206,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1710,3235,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1711,3262,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1713,3275,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1716,3284,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1721,3326,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1723,3333,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1724,3340,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1725,3347,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1726,3348,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1729,3363,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1731,3369,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1732,3375,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1733,3387,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1734,3392,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1802,3907,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1738,3431,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1739,3442,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1740,3446,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1741,3453,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1742,3455,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1743,3456,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1752,3505,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1754,3529,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1757,3543,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1759,3566,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1761,3586,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1764,3622,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1766,3640,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1769,3657,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1770,3659,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1844,4184,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1773,3671,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1775,3679,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1776,3685,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1779,3698,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1781,3704,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1782,3705,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1787,3750,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1793,3814,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1794,3819,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1795,3821,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1796,3835,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1798,3844,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1799,3857,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1800,3865,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1801,3893,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1885,4442,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1804,3921,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1811,3964,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1812,3968,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1813,3973,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1815,3989,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1820,4015,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1821,4020,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1823,4026,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1829,4051,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1831,4082,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1832,4089,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1835,4106,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1838,4152,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1839,4153,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1841,4162,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1918,4629,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1846,4199,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1850,4224,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1851,4236,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1852,4248,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1853,4249,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1860,4269,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1861,4288,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1863,4290,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1865,4296,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1869,4340,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1872,4376,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1875,4387,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1876,4390,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1882,4422,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1884,4438,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1952,4824,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1887,4447,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1888,4453,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1889,4463,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
